,date,active_addresses,sent_addresses,block_size,transactions,median_transaction_size,mining_profitability,google_trends,difficulty,send_usd,hashrate,fee_reward,av_transaction_value,top_100_percent,median_transaction_value,av_transaction_size,market_cap,tweets,confirmation_time,full_name,coin
192,2009/07/14,69nullnull,13nullnull,134.957nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
193,2009/07/15,45nullnull,9nullnull,134.978nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
194,2009/07/16,71nullnull,15nullnull,134.859nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
195,2009/07/17,47nullnull,12nullnull,134.809nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
196,2009/07/18,4nullnull,4nullnull,134nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
197,2009/07/19,70nullnull,23nullnull,134.8nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
198,2009/07/20,192nullnull,21nullnull,333.7nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
199,2009/07/21,82nullnull,18nullnull,134.854nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
200,2009/07/22,60nullnull,22nullnull,134.4nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
201,2009/07/23,76nullnull,21nullnull,134.684nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
202,2009/07/24,73nullnull,21nullnull,134.932nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
203,2009/07/25,32nullnull,10nullnull,134.844nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
204,2009/07/26,21nullnull,21nullnull,134.524nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
205,2009/07/27,74nullnull,18nullnull,134.905nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
206,2009/07/28,41nullnull,21nullnull,134.707nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
207,2009/07/29,22nullnull,17nullnull,148.947nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
208,2009/07/30,17nullnull,16nullnull,150.2nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
209,2009/07/31,17nullnull,17nullnull,134.706nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
210,2009/08/01,28nullnull,28nullnull,134.821nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
211,2009/08/02,23nullnull,23nullnull,134.609nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
212,2009/08/03,12nullnull,12nullnull,134.833nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
213,2009/08/04,81nullnull,26nullnull,134.63nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
214,2009/08/05,87nullnull,27nullnull,134.724nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
215,2009/08/06,90nullnull,33nullnull,134.922nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
216,2009/08/07,192nullnull,34nullnull,294.525nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
217,2009/08/08,80nullnull,30nullnull,134.875nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
218,2009/08/09,101nullnull,42nullnull,135nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
219,2009/08/10,75nullnull,19nullnull,134.987nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
220,2009/08/11,70nullnull,18nullnull,134.914nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
221,2009/08/12,63nullnull,12nullnull,134.524nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
222,2009/08/13,85nullnull,28nullnull,134.765nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
223,2009/08/14,63nullnull,16nullnull,134.825nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
224,2009/08/15,26nullnull,26nullnull,134.385nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
225,2009/08/16,19nullnull,19nullnull,134.526nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
226,2009/08/17,17nullnull,17nullnull,134.824nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
227,2009/08/18,10nullnull,10nullnull,135nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
228,2009/08/19,18nullnull,16nullnull,134.389nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
229,2009/08/20,22nullnull,15nullnull,134.182nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
230,2009/08/21,14nullnull,9nullnull,134nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
231,2009/08/22,7nullnull,7nullnull,134nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
232,2009/08/23,15nullnull,14nullnull,134.533nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
233,2009/08/24,15nullnull,6nullnull,134nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
234,2009/08/25,50nullnull,9nullnull,134.66nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
235,2009/08/26,96nullnull,9nullnull,254.833nullnull,3nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
236,2009/08/27,29nullnull,19nullnull,134.345nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
237,2009/08/28,75nullnull,24nullnull,134.733nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
238,2009/08/29,78nullnull,24nullnull,134.808nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
239,2009/08/30,99nullnull,43nullnull,136.381nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
240,2009/08/31,93nullnull,37nullnull,143.349nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
241,2009/09/01,78nullnull,30nullnull,134.795nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
242,2009/09/02,66nullnull,18nullnull,134.848nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
243,2009/09/03,76nullnull,12nullnull,161.902nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
244,2009/09/04,64nullnull,24nullnull,134.672nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
245,2009/09/05,76nullnull,22nullnull,134.842nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
246,2009/09/06,68nullnull,11nullnull,134.853nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
247,2009/09/07,92nullnull,21nullnull,154.436nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
248,2009/09/08,69nullnull,18nullnull,134.768nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
249,2009/09/09,54nullnull,7nullnull,134.796nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
250,2009/09/10,67nullnull,13nullnull,134.806nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
251,2009/09/11,67nullnull,17nullnull,134.821nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
252,2009/09/12,69nullnull,20nullnull,134.884nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
253,2009/09/13,75nullnull,20nullnull,134.84nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
254,2009/09/14,74nullnull,18nullnull,134.851nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
255,2009/09/15,44nullnull,13nullnull,134.864nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
256,2009/09/16,74nullnull,24nullnull,137.875nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
257,2009/09/17,186nullnull,24nullnull,273.226nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
258,2009/09/18,78nullnull,25nullnull,134.808nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
259,2009/09/19,74nullnull,19nullnull,134.959nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
260,2009/09/20,78nullnull,21nullnull,134.987nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
261,2009/09/21,78nullnull,21nullnull,148.754nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
262,2009/09/22,66nullnull,21nullnull,318.84nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
263,2009/09/23,36nullnull,13nullnull,134.722nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
264,2009/09/24,97nullnull,40nullnull,134.505nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
265,2009/09/25,119nullnull,36nullnull,168.319nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
266,2009/09/26,100nullnull,40nullnull,134.46nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
267,2009/09/27,104nullnull,27nullnull,156.379nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
268,2009/09/28,85nullnull,28nullnull,134.929nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
269,2009/09/29,133nullnull,34nullnull,191.614nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
270,2009/09/30,85nullnull,31nullnull,134.765nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
271,2009/10/01,82nullnull,27nullnull,134.89nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
272,2009/10/02,83nullnull,35nullnull,151.222nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
273,2009/10/03,58nullnull,36nullnull,134.414nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
274,2009/10/04,53nullnull,31nullnull,134.679nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
275,2009/10/05,55nullnull,34nullnull,134.764nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
276,2009/10/06,58nullnull,25nullnull,178.116nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
277,2009/10/07,60nullnull,36nullnull,134.717nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
278,2009/10/08,70nullnull,32nullnull,134.471nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
279,2009/10/09,80nullnull,38nullnull,134.658nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
280,2009/10/10,76nullnull,38nullnull,134.818nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
281,2009/10/11,74nullnull,44nullnull,134.757nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
282,2009/10/12,132nullnull,29nullnull,283.379nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
283,2009/10/13,57nullnull,32nullnull,134.807nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
284,2009/10/14,69nullnull,42nullnull,134.623nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
285,2009/10/15,71nullnull,35nullnull,134.366nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
286,2009/10/16,141nullnull,28nullnull,291.517nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
287,2009/10/17,57nullnull,31nullnull,134.842nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
288,2009/10/18,82nullnull,39nullnull,146nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
289,2009/10/19,112nullnull,37nullnull,134.446nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
290,2009/10/20,197nullnull,43nullnull,257nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
291,2009/10/21,99nullnull,41nullnull,160.663nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
292,2009/10/22,130nullnull,49nullnull,187.122nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
293,2009/10/23,89nullnull,51nullnull,134.427nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
294,2009/10/24,70nullnull,49nullnull,149.194nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
295,2009/10/25,76nullnull,51nullnull,134.579nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
296,2009/10/26,71nullnull,45nullnull,134.803nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
297,2009/10/27,81nullnull,40nullnull,164.781nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
298,2009/10/28,66nullnull,43nullnull,134.682nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
299,2009/10/29,89nullnull,28nullnull,238.391nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
300,2009/10/30,60nullnull,32nullnull,134.467nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
301,2009/10/31,46nullnull,41nullnull,134.304nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
302,2009/11/01,25nullnull,24nullnull,134.28nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
303,2009/11/02,33nullnull,13nullnull,134.394nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
304,2009/11/03,62nullnull,40nullnull,134.532nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
305,2009/11/04,105nullnull,34nullnull,213.111nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
306,2009/11/05,57nullnull,34nullnull,134.474nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
307,2009/11/06,62nullnull,35nullnull,134.548nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
308,2009/11/07,69nullnull,44nullnull,134.667nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
309,2009/11/08,73nullnull,41nullnull,134.548nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
310,2009/11/09,64nullnull,29nullnull,134.688nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
311,2009/11/10,78nullnull,47nullnull,134.385nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
312,2009/11/11,116nullnull,38nullnull,250.453nullnull,9nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
313,2009/11/12,66nullnull,32nullnull,134.424nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
314,2009/11/13,93nullnull,49nullnull,157.45nullnull,3nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
315,2009/11/14,79nullnull,44nullnull,134.633nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
316,2009/11/15,96nullnull,49nullnull,134.625nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
317,2009/11/16,97nullnull,56nullnull,134.68nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
318,2009/11/17,92nullnull,55nullnull,134.663nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
319,2009/11/18,79nullnull,44nullnull,134.43nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
320,2009/11/19,153nullnull,42nullnull,294.2nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
321,2009/11/20,86nullnull,49nullnull,134.616nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
322,2009/11/21,73nullnull,50nullnull,134.712nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
323,2009/11/22,106nullnull,62nullnull,134.708nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
324,2009/11/23,96nullnull,49nullnull,134.854nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
325,2009/11/24,93nullnull,58nullnull,134.57nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
326,2009/11/25,90nullnull,52nullnull,134.644nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
327,2009/11/26,84nullnull,50nullnull,134.512nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
328,2009/11/27,74nullnull,45nullnull,134.473nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
329,2009/11/28,71nullnull,33nullnull,134.563nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
330,2009/11/29,60nullnull,21nullnull,134.683nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
331,2009/11/30,75nullnull,43nullnull,134.76nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
332,2009/12/01,240nullnull,31nullnull,402.781nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
333,2009/12/02,94nullnull,47nullnull,134.649nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
334,2009/12/03,88nullnull,48nullnull,134.784nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
335,2009/12/04,36nullnull,33nullnull,134.444nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
336,2009/12/05,84nullnull,57nullnull,168.016nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
337,2009/12/06,107nullnull,72nullnull,139.359nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
338,2009/12/07,112nullnull,75nullnull,134.643nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
339,2009/12/08,136nullnull,72nullnull,168.21nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
340,2009/12/09,119nullnull,72nullnull,182.208nullnull,13nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
341,2009/12/10,104nullnull,67nullnull,134.644nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
342,2009/12/11,112nullnull,61nullnull,134.348nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
343,2009/12/12,178nullnull,71nullnull,205.445nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
344,2009/12/13,114nullnull,70nullnull,134.754nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
345,2009/12/14,437nullnull,62nullnull,510.471nullnull,5nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
346,2009/12/15,119nullnull,69nullnull,145.945nullnull,2nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
347,2009/12/16,154nullnull,84nullnull,149.213nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
348,2009/12/17,179nullnull,106nullnull,143.964nullnull,3nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
349,2009/12/18,225nullnull,146nullnull,134.542nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
350,2009/12/19,200nullnull,139nullnull,135.717nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
351,2009/12/20,175nullnull,114nullnull,134.914nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
352,2009/12/21,177nullnull,110nullnull,135.577nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
353,2009/12/22,162nullnull,117nullnull,134.722nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
354,2009/12/23,154nullnull,105nullnull,134.675nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
355,2009/12/24,154nullnull,99nullnull,134.688nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
356,2009/12/25,151nullnull,100nullnull,136.302nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
357,2009/12/26,174nullnull,111nullnull,134.718nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
358,2009/12/27,173nullnull,102nullnull,138.796nullnull,1nullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
359,2009/12/28,137nullnull,79nullnull,134.752nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
360,2009/12/29,171nullnull,121nullnull,134.649nullnull,nullnullnull,,,,1nullnull,,,,,,,,,,,zetacoin,zetacoin
361,2009/12/30,141nullnull,95nullnull,134.688nullnull,nullnullnull,,,,1.125nullnull,,,,,,,,,,,zetacoin,zetacoin
362,2009/12/31,138nullnull,98nullnull,134.696nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
363,2010/01/01,137nullnull,90nullnull,136.955nullnull,2nullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
364,2010/01/02,125nullnull,92nullnull,134.627nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
365,2010/01/03,186nullnull,135nullnull,134.763nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
366,2010/01/04,266nullnull,130nullnull,188.044nullnull,2nullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
367,2010/01/05,198nullnull,135nullnull,134.631nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
368,2010/01/06,163nullnull,108nullnull,134.742nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
369,2010/01/07,154nullnull,96nullnull,134.636nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
370,2010/01/08,153nullnull,94nullnull,134.758nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
371,2010/01/09,151nullnull,91nullnull,134.828nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
372,2010/01/10,190nullnull,133nullnull,134.8nullnull,nullnullnull,,,,1.183nullnull,,,,,,,,,,,zetacoin,zetacoin
373,2010/01/11,159nullnull,103nullnull,134.698nullnull,nullnullnull,,,,1.191nullnull,,,,,,,,,,,zetacoin,zetacoin
374,2010/01/12,375nullnull,118nullnull,291.013nullnull,2nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
375,2010/01/13,168nullnull,99nullnull,137.506nullnull,2nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
376,2010/01/14,155nullnull,88nullnull,143.573nullnull,2nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
377,2010/01/15,147nullnull,92nullnull,138.901nullnull,1nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
378,2010/01/16,132nullnull,87nullnull,141.28nullnull,1nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
379,2010/01/17,131nullnull,95nullnull,134.565nullnull,nullnullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
380,2010/01/18,128nullnull,98nullnull,136.328nullnull,1nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
381,2010/01/19,124nullnull,93nullnull,134.387nullnull,nullnullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
382,2010/01/20,158nullnull,133nullnull,134.449nullnull,nullnullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
383,2010/01/21,187nullnull,123nullnull,154.234nullnull,9nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
384,2010/01/22,141nullnull,90nullnull,140.406nullnull,3nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
385,2010/01/23,164nullnull,113nullnull,137.463nullnull,2nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
386,2010/01/24,156nullnull,91nullnull,135.701nullnull,1nullnull,,,,1.305nullnull,,,,,,,,,,,zetacoin,zetacoin
387,2010/01/25,272nullnull,158nullnull,170.256nullnull,4nullnull,,,,1.323nullnull,,,,,,,,,,,zetacoin,zetacoin
388,2010/01/26,215nullnull,138nullnull,149.128nullnull,6nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
389,2010/01/27,181nullnull,118nullnull,149.055nullnull,2nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
390,2010/01/28,199nullnull,129nullnull,148.565nullnull,2nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
391,2010/01/29,213nullnull,145nullnull,146.756nullnull,4nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
392,2010/01/30,248nullnull,156nullnull,154.41nullnull,4nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
393,2010/01/31,184nullnull,147nullnull,148.042nullnull,2nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
394,2010/02/01,203nullnull,169nullnull,152.918nullnull,9nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
395,2010/02/02,167nullnull,121nullnull,151.172nullnull,1nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
396,2010/02/03,277nullnull,211nullnull,137.437nullnull,2nullnull,,,,1.344nullnull,,,,,,,,,,,zetacoin,zetacoin
397,2010/02/04,269nullnull,169nullnull,156.9nullnull,5nullnull,,,,1.382nullnull,,,,,,,,,,,zetacoin,zetacoin
398,2010/02/05,472nullnull,173nullnull,261.731nullnull,4nullnull,,,,1.819nullnull,,,,,,,,,,,zetacoin,zetacoin
