,date,sent_addresses,transactions,block_size,hashrate,difficulty,tweets,send_usd,median_transaction_size,av_transaction_size,mining_profitability,google_trends,top_100_percent,market_cap,active_addresses,median_transaction_value,fee_reward,confirmation_time,av_transaction_value,full_name,coin
3513,2018/08/23,34883740696180485,21720325387599557,5826772240424307,,638931688351288274553.451970551527E+15,3381519369521,5635357706126013936401057717,,,,,,111009420240323424618127764253547,50187169157365078,,,,259454964668.923,topcoin,topcoin
3514,2018/08/24,37711241693206680,21970225651596227,6301632152822859,,650503900207787946383.4312313931282E+15,29804163010679,4964882622130506654396314236,,,,,,113109897066330800337928061256600,57715371790373291,,,,225985088664.704,topcoin,topcoin
3515,2018/08/25,32932838952194621,19628523083577239,5962371831024937,,672722546972387524073.5005049851776E+15,26122162710429,4432408342117874055301915205,,,,,,115973070814335677335928400085929,47878365523369185,,,,225815107523.033,topcoin,topcoin
3516,2018/08/26,28966537440206678,17257421534574072,4509221916924193,,672722546972387524073.5697337493326E+15,2384015979649,3434937160138425936268875097,,,,,,115294851411330005974727808510502,43051162824382285,,,,199046428468.365,topcoin,topcoin
3517,2018/08/27,36435941121221382,22347124818645890,5648302159424866,,672722546972387524073.4954141473805E+15,28754174511115,6545140505153921985446980705,,,,,,116028795884334578558728126487456,59566468478404346,,,,292896202692.038,topcoin,topcoin
3518,2018/08/28,38634945530192952,23788627061613844,7067952947225984,,672722546972388062803.4911550169202E+15,33359216212131,13267329400241186218419062852,,,,,,120596911452355431320829295757268,59783975626396222,,,,557728913682.686,topcoin,topcoin
3519,2018/08/29,39972042491168646,23736925522546841,7149982198324552,,672722546972388098433.4560930070506E+15,31756219313346,6357402424232599905457737147,,,,,,121813526199360410726629703040237,58829470419326723,,,,267839114837.057,topcoin,topcoin
3520,2018/08/30,36718342970173634,23123725178592847,6308482305523668,,672722546972388098433.432294223013E+15,31447250514935,5923930001164650604404264863,,,,,,119764033259348827760028665047497,54061869975357790,,,,256186539681.904,topcoin,topcoin
3521,2018/08/31,40030245195181733,23692126726577258,6337202291622118,,672722546972387587613.465883560589E+15,32099209915383,10783562043139493692423236992,,,,,,120587521866353566284228571955406,58952773796354184,,,,455155219733.185,topcoin,topcoin
3522,2018/09/01,34542247080208619,21318028620656254,6092552196723748,,672722546972386866463.4272187793521E+15,30166215910518,6260047474244704128340086677,,,,,,122656017234376698904329538043942,51346574073401638,,,,293658550518.224,topcoin,topcoin
3523,2018/09/02,30013841736213620,18700125248620267,5121432250823061,,672722546972386866463.3859207407658E+15,29111192011483,5986563294209497856270297744,,,,,,125007930932381593443629957669123,44296069937418691,,,,320148298435.776,topcoin,topcoin
3524,2018/09/03,35379945961216319,22275374778631429,6674764246925005,,672722546972386866463.4065373990084E+15,34835184613320,6708223191219968957520897234,,,,,,125370588612378666143129500075579,52567081248417476,,,,301152942824.95,topcoin,topcoin
3525,2018/09/04,36821846296202952,23213928882589521,7519123147423087,,672722546972388125553.3947539926665E+15,35005209313959,6857294425291401344842871523,,,,,,126463423452392998753629261246816,55233182697380678,,,,29540100891430,topcoin,topcoin
3526,2018/09/05,39134246162204346,24634528653626957,7584942707525414,,672722546972388198783.4354824549534E+15,35456195313310,6869233926298566750656553596,,,,,,123254581066372477719926961681243,54014277420393003,,,,27885104201047,topcoin,topcoin
3527,2018/09/06,39727146288183003,25211129506588959,6955752483523479,,672722546972388198783.399787826872E+15,37078195412656,8188882358216877992688513206,,,,,,111140819723324443708523021677273,58551375496373399,,,,3248173501169,topcoin,topcoin
3528,2018/09/07,40724944303193753,23063828434582184,7028282391825113,,697117723093887692013.3996564555527E+15,33033199411959,7007158613106962458573157700,,,,,,111512372965330204888622689876937,61770472288373126,,,,303823762984.496,topcoin,topcoin
3529,2018/09/08,32982843033186430,20427825991543337,5544562047325208,,701919923117786979853.3759195933986E+15,28446194411787,4574696184116106857449565576,,,,,,110095181867323115426021596143692,48987567278352951,,,,223944467827.416,topcoin,topcoin
3530,2018/09/09,30456542294187563,18874925265565631,4890162131422118,,701919923117786979853.2095930435155E+15,30519221113013,4528977432103265166430791423,,,,,,108848608488317079986520098304383,44619469460353786,,,,239954087761.612,topcoin,topcoin
3531,2018/09/10,35535944664181261,22273127868561580,7116222220023525,,701919923117786979853.2209749920071E+15,33868262814458,5422257671152798529484772473,,,,,,108854770814317580533519993520701,53557971669351390,,,,245385483863.23,topcoin,topcoin
3532,2018/09/11,37193945918158315,23743028481557317,7580942299722317,,701919923117787796543.1973401493907E+15,32809207013455,5811594431144127924474948537,,,,,,108953509827309290326619361703350,54999272321328584,,,,244775060852.205,topcoin,topcoin
3533,2018/09/12,36460346162161244,23310728478570673,5531122372024133,,701919923117787852763.133091795266E+15,29716212912563,5497606769150105348666244006,,,,,,108532378216291340972117945527341,53481173754330968,,,,2358452711167,topcoin,topcoin
3534,2018/09/13,36870044227171545,23406126906555724,6425572304524044,,701919923117787852763.049946197635E+15,32269182413371,7218531824124631166462333837,,,,,,111359630690312530999920107840019,54169474915343756,,,,308404632831.949,topcoin,topcoin
3535,2018/09/14,36962944053155370,22311827316514394,7723762162726309,,701919923117787916993.1427434806499E+15,31041257512846,4936538868109047487455325157,,,,,,112347835212321370669921726690187,52774271982316019,,,,221253992885.168,topcoin,topcoin
3536,2018/09/15,33450141386126179,21093124969479695,6055082078925808,,701919923117787995493.1466849140599E+15,27319215510321,4691389605109282934314870679,,,,,,112646862462334849586422291414935,50209168781272511,,,,222414377656.398,topcoin,topcoin
3537,2018/09/16,28832539997124426,17934422179458432,4919151876727185,,701919923117787995493.1294946777158E+15,26995213610279,4459912064100886550265671177,,,,,,112099541106328240560122242068431,41992362723269590,,,,248684549579.521,topcoin,topcoin
3538,2018/09/17,37243443616160897,24001726124553720,7031112215725919,,701919923117787995493.1400865729156E+15,31037227211921,6909157266132986071414280848,,,,,,110681211912321447068921710178440,56026968849330905,,,,287865091748.178,topcoin,topcoin
3539,2018/09/18,37484545334140097,24411726103500513,6955622147726176,,701919923117787059023.1788917971244E+15,30885222613557,6476058362122561788369873130,,,,,,108947731040308602503320745184172,56882071769292277,,,,265294695738.988,topcoin,topcoin
3540,2018/09/19,37714643605134325,25088125047507255,6173482889420024,,701919923117786964713.1706600937861E+15,31000216712245,593683220098826748324627730,,,,,,109723515400314118814721376087985,54095969709281782,,,,236643946639.97,topcoin,topcoin
3541,2018/09/20,39505946537145261,25352027979498146,6230552353924244,,703132960578986964713.176542287149E+15,32268262911252,5824663312157344296398558155,,,,,,110962757749317167226521499565346,54289476694302388,,,,229755624800.083,topcoin,topcoin
3542,2018/09/21,44651253857154444,27290733476544686,7728893553226244,,715263335190687246973.1121054397603E+15,34302266611849,7880927271179576270669851382,,,,,,115192042307340359708323480705377,620832111378319999,,,,2887853641230,topcoin,topcoin
3543,2018/09/22,35777545659135525,22538227046470309,5581802254925021,,715263335190687607763.2780898296255E+15,27695219210075,5016470659220078394377970679,,,,,,116014491398349864157024582087057,50585373551279045,,,,222588137803.665,topcoin,topcoin
3544,2018/09/23,31424043281137183,20016926115468627,5015122056425761,,715263335190687607763.2489822933097E+15,2905739009221,3521674915196920247337479592,,,,,,116002171765358634042324755513221,45480766942280490,,,,175947541720.145,topcoin,topcoin
3545,2018/09/24,36673943970135090,23752227627480337,6149462675228688,,715263335190688004933.2646819852208E+15,32186258911121,5226930077210513406446747184,,,,,,114858274474344696018724150139523,54336172921280720,,,,220067620930.07,topcoin,topcoin
3546,2018/09/25,38534045971143008,25194428344519108,5828862757428211,,715263335190692307653.2225553562254E+15,33771275110803,8765971292207419690403556875,,,,,,111043237481329193388521901670369,57480469935299869,,,,347937318777.404,topcoin,topcoin
3547,2018/09/26,37493544780129632,24378828463493507,6807802939829742,,715263335190692307653.283669089025E+15,32810255612399,6910537405155942643396829406,,,,,,111848909317336947943821981178608,54181269366278749,,,,283475479804.101,topcoin,topcoin
3548,2018/09/27,38168847450134904,24854331736504047,6630913123429477,,715263335190692307653.2767652823963E+15,31898293912058,5908404650271000341364646130,,,,,,112867119320353427115022371108500,54729973919293407,,,,237728539723.437,topcoin,topcoin
3549,2018/09/28,41062247338131142,25408530752500370,6497843530728071,,715263335190690755783.2856468112527E+15,29550266610250,7194278754327034445382358675,,,,,,115567264464365702825523102655647,60831891872298779,,,,2831410635764.152,topcoin,topcoin
3550,2018/09/29,34124644958116771,21818727191434315,5321402354120428,,715263335190689100793.2657627139947E+15,28728276610778,4937533982128987716323577618,,,,,,113581145865356892727823178206711,49896374798253746,,,,226304744745.03,topcoin,topcoin
3551,2018/09/30,32035542332146774,20804725678479351,4840962717123846,,715263335190689100793.2601607513416E+15,2764626579840,4225241792299488219314607961,,,,,,114323762441357532386023822010563,47477989262296304,,,,2030911663656.321,topcoin,topcoin
3552,2018/10/01,37653347165127722,24266228782476308,6321202299824593,,715263335190689232203.2406526014228E+15,31878257711229,5430922342259618524289056896,,,,,,114341494100355528699423595530093,60375574768280230,,,,223819020606.87,topcoin,topcoin
3553,2018/10/02,37832746317123841,24463527095490262,7869162298624107,,715263335190691462233.2119250787356E+15,31648264612271,8232960648176499586250936966,,,,,,113814885667353567768823388899918,57381672523273546,,,,336546514511.843,topcoin,topcoin
3554,2018/10/03,37545845102174634,24215828000559006,6396402413121423,,715263335190691462233.2260851864234E+15,31711272112321,5118285233334757633352439359,,,,,,112185476044338026724422514653956,58606171211334080,,,,2113611956630.475,topcoin,topcoin
3555,2018/10/04,38702241227172500,24300724039559181,6085902330422655,,736426805935691462233.2617534589266E+15,34224230612111,5543196384174571736357782503,,,,,,113901983581343446689122905761954,55782370376343326,,,,228117262639.833,topcoin,topcoin
3556,2018/10/05,41078143248197049,24458926361595361,7120572088820849,,745496864826389164593.2770012757854E+15,34221259814693,4856505150201959611330820514,,,,,,113938071333340855331122833403793,56289571135365199,,,,198567661555.664,topcoin,topcoin
3557,2018/10/06,35016542032196658,21471825146596865,6942252002517610,,745496864826384789813.2526085061287E+15,29246235810697,4044813652189058903244818458,,,,,,114189323447340504949423126763322,51506068765387904,,,,188387518410.174,topcoin,topcoin
3558,2018/10/07,35235938514150725,21958921492497767,5842772087015402,,745496864826384789813.2752891145655E+15,2850319708532,3282521832218716409218909840,,,,,,113887360237338910446322960808986,52585458268306167,,,,1494810177439.784,topcoin,topcoin
3559,2018/10/08,37126340725163811,24790623160542842,7285212064217036,,745496864826384789813.3116020776468E+15,37692269710710,5491365025201676171370645199,,,,,,114769407887344016924823301581702,56143570941327077,,,,221518708682.787,topcoin,topcoin
3560,2018/10/09,35946440468172027,23573222835537028,7449812136218245,,745496864826389699013.289361288764E+15,35538228410318,4969744197222157856325058079,,,,,,114928732180345866338023416744158,55459162051330960,,,,210829729605.291,topcoin,topcoin
3561,2018/10/10,37919540809156499,24480122736516772,6963482208516867,,745496864826389797203.2949104952578E+15,33842212410689,6839401109244961024335923718,,,,,,113932990812339863548523124631720,55683566838308201,,,,2793910774650.042,topcoin,topcoin
3562,2018/10/11,39713246077171655,26230828090570525,7039282560218166,,745496864826389797203.2196992843763E+15,32278240211221,6657055957402893590625567026,,,,,,108816571811308355939220689978893,60874880304333518,,,,25379143431096,topcoin,topcoin
3563,2018/10/12,39497843970162181,24304224858562140,8004912085220202,,745496864826389253243.2372085721716E+15,28937261810146,7010837879164265660396539166,,,,,,108719826369309696822420132934286,59857067419320823,,,,288466608705.41,topcoin,topcoin
3564,2018/10/13,32064641009168665,20495623406541797,6278721919417319,,745496864826388582503.1964331125266E+15,2776027228838,4297414836133286736238057397,,,,,,108906578216315508718420465566614,51351265726325313,,,,209675695439.385,topcoin,topcoin
3565,2018/10/14,29668339217149668,19114520822511719,7075091587115242,,745496864826388582503.2207760395197E+15,2815027518516,4188349897116261102232524084,,,,,,109727459372314319663020587250556,45171454537316343,,,,219125584454.398,topcoin,topcoin
3566,2018/10/15,39534145524172454,26678325061562011,7257492198217581,,745496864826388602303.2154623363298E+15,35275190214303,8478976112195518930702055020,,,,,,114567885234322124695621492647001,61942471608353859,,,,3178278021249,topcoin,topcoin
3567,2018/10/16,38555744878180237,25783226416575421,7934403316017647,,745496864826390545573.2055938533978E+15,35006181514178,5486948331178180861473913326,,,,,,115059045481323022703021639616097,60360569835362179,,,,212816745823.594,topcoin,topcoin
3568,2018/10/17,38691243445193326,26022427262580342,8088035757317766,,745496864826390545573.1898486818619E+15,33145186310744,5895612738166497736405940586,,,,,,114509420529318273183121586275649,564479103596365549,,,,226566107699.485,topcoin,topcoin
3569,2018/10/18,37901139792173322,25331228438565791,7557957312417769,,742736264333290545573.2375783165382E+15,30155159112042,6486462670163770474488522346,,,,,,114269157890315507090821300196105,58751682111348852,,,,256075759863.433,topcoin,topcoin
3570,2018/10/19,39288744711175434,25368426501601119,7755674564918544,,718285231393889748853.2136053127162E+15,2809717439661,6251073782113144115341553471,,,,,,112877039481313014459920947078295,61991474317344415,,,,246414269568.196,topcoin,topcoin
3571,2018/10/20,34147140347165410,22767825055534080,6687088699515752,,718285231393888843043.157205682244E+15,2320417108751,4392299465142493235296329511,,,,,,113109956314315254318321164113572,51616292721335037,,,,192925687554.841,topcoin,topcoin
3572,2018/10/21,31158040035157068,21136721166508014,6543992283216116,,718285231393888843043.1283149755298E+15,2229817597883,352981261586300169408460579,,,,,,113954176179316707105721353326262,48020462909313741,,,,167004077804.034,topcoin,topcoin
3573,2018/10/22,37952143515187926,25516923686577314,7049543400019571,,718285231393888843043.1146185821781E+15,3030014649928,5721727105114942907328068878,,,,,,113315876423311901908921133676254,56633069204363881,,,,224234853568.268,topcoin,topcoin
3574,2018/10/23,37442744389177063,25330924759556231,7104213845917617,,718285231393887395063.0998706964596E+15,30702171511280,6615359219122652077348972420,,,,,,112879691779310468669920940354950,60640671010348306,,,,261164954627.388,topcoin,topcoin
3575,2018/10/24,37166342783179530,25397823624532709,8719423982420667,,718285231393887179163.1473345687419E+15,29969130712042,654387174193378241336307669,,,,,,113222111710311791154921042373651,54578768454344937,,,,257663953631.316,topcoin,topcoin
3576,2018/10/25,37108442485171018,25446223596537198,7854804001221878,,718285231393887179163.122245255375E+15,25693137910803,656055045588169916448546213,,,,,,112742554081309727896920848354234,58543270474337488,,,,257823737834.974,topcoin,topcoin
3577,2018/10/26,39048144691176675,25285925836551218,7782723244720114,,718285231393886234233.0647926862841E+15,2549314109886,535403909196940601351276459,,,,,,112595517786308779005620895628361,59560666609346122,,,,211743752637.273,topcoin,topcoin
3578,2018/10/27,33703039788162407,23361321412499165,6939781989915214,,718285231393881874663.1277612851036E+15,2063113948654,373710856165928834202738055,,,,,,112581625343307810647820949449237,48758162819314359,,,,159973079406.154,topcoin,topcoin
3579,2018/10/28,31943738863143445,21972020398509862,6580091893515574,,718285231393881874663.0965230160056E+15,2071112078425,338580359081537057207449256,,,,,,112455442321306571338620988941878,48615962572316379,,,,154103997406.873,topcoin,topcoin
3580,2018/10/29,38748843122192604,26960823862614695,7556712356619679,,718285231393881874663.0518384618504E+15,26541167510624,5177562376129912197398443743,,,,,,111126761641298250908020641337313,59011169149379268,,,,192045444648.197,topcoin,topcoin
3581,2018/10/30,39966743497197381,28317325187608397,7361632506819083,,718285231393883395583.0994895818516E+15,2529013268707,5374002987162171048328083988,,,,,,109832961515290317912420225118026,59948967545378099,,,,189786439539.26,topcoin,topcoin
3582,2018/10/31,40438444104190073,28812024488585707,7139812431117867,,718285231393883963593.1084310348171E+15,3394413318468,5887743249125840179343743217,,,,,,109828814106291762256520265556802,61684367837369678,,,,204355139586.886,topcoin,topcoin
3583,2018/11/01,40093744224170343,28178723545589096,7403582949718086,,718301362601883963593.0615980247247E+15,3161815147678,5884161157120531585321645717,,,,,,110385638413295198040320408157781,60140366532348361,,,,208825119545.999,topcoin,topcoin
3584,2018/11/02,44076244535145802,29256125610548534,8350212472717166,,718440494270283576383.0045020361472E+15,2228815377999,8114695799116712407378220570,,,,,,111241046314302217843820669240728,62346971570305582,,,,277374557689.512,topcoin,topcoin
3585,2018/11/03,36428540256142395,24940322635505001,6623722193615802,,718440494270281014393.0008195947389E+15,1864512916256,380310571388654918219219927,,,,,,110815679543302044933520625269642,55967561118294860,,,,152493917434.098,topcoin,topcoin
3586,2018/11/04,32688042299149941,22612423125510848,7832372324915888,,718440494270281014393.0334950715355E+15,2420716057597,3838614054122009399311587499,,,,,,111333257632312669618821025411099,53664368476299439,,,,169765276609.942,topcoin,topcoin
3587,2018/11/05,42138842475169366,29613923722582354,7988332676017562,,718440494270281014392.9893876152866E+15,2315818327488,5665974967171053157493142763,,,,,,111982563789316581450321561293625,61121074312345804,,,,191337216846.809,topcoin,topcoin
3588,2018/11/06,40940743506164016,28532325287597166,8232372618218894,,718440494270282728573.0134250867759E+15,2555019067415,5721587461264409237398209610,,,,,,112056481316321825826821988475383,56199869029331952,,,,2005310456666.832,topcoin,topcoin
3589,2018/11/07,40833843459145758,29360424783564602,8455332148117796,,718440494270283496853.0027383856829E+15,2495117127949,5740744617281929166468287726,,,,,,113680409666324615315722640574698,61197666049314318,,,,1955311376829.412,topcoin,topcoin
3590,2018/11/08,38969242972143971,27747624702555392,8692532308118379,,718440494270283496853.0622128404813E+15,2461418118729,5126116846136016122372143846,,,,,,112926055072316218971222175840345,61251764733307714,,,,184745506670.056,topcoin,topcoin
3591,2018/11/09,41945942924166806,28376924704547848,8522982330617469,,718440494270283272503.0031364971031E+15,2501816688879,5500094878139748899350687286,,,,,,111650038178308995582021804511027,62401763733331369,,,,193825657640.118,topcoin,topcoin
3592,2018/11/10,35066947045151171,25236830686489120,7237262192816375,,718440494270282083712.9993008851926E+15,2070914658780,377037587878922814235965189,,,,,,111574005829309445186121916055237,51369964467304886,,,,149402572482.428,topcoin,topcoin
3593,2018/11/11,32758949555174648,24684531761527799,6936082413317094,,718440494270282083713.0823951168714E+15,1863013957069,3479837655158452386237204929,,,,,,111364281386304724949021833914147,52386271026345470,,,,140974989449.423,topcoin,topcoin
3594,2018/11/12,39519846893168474,29986623812571162,8301664019418419,,718440494270282083713.0078473923204E+15,23212111810383,5541310744130230268395588328,,,,,,111627827202301708428021869407426,59146871809337030,,,,184795469692.603,topcoin,topcoin
3595,2018/11/13,38218042259157552,27904024187553590,8450261990117702,,718440494270281218463.0325191781819E+15,2534011537892,5688247065147917802357595484,,,,,,111278849483299602669821647564906,56464866517323971,,,,203856116645.957,topcoin,topcoin
3596,2018/11/14,40584247060170439,29262027472582181,8239032559818832,,718440494270280684433.0627993958571E+15,3416913729446,7107900933243530470590845364,,,,,,106985772429282311552920424935952,56118869649338350,,,,2429188651015,topcoin,topcoin
3597,2018/11/15,40652345567162047,29139825736563051,9090812419917646,,718440494270280684433.0697946069567E+15,3069412267922,10600554756478129554566052867,,,,,,97395553276255251090518465748312,62105467381328523,,,,36378185781005,topcoin,topcoin
3598,2018/11/16,41016044577152285,28299824970552032,8604242097517101,,717597475538080634203.0890232341738E+15,2807713076018,6418019484155553453399964930,,,,,,97518484653255574972318431784057,62471464187314705,,,,226796230724.532,topcoin,topcoin
3599,2018/11/17,33466143372138414,26250423990505581,7012521985415503,,665330314140680005743.0139729590922E+15,2396411165891,379401639483524417244450111,,,,,,96822469696249035284618067293501,51006262476293718,,,,144533482483.503,topcoin,topcoin
3600,2018/11/18,30207441863133266,23968022302484801,7471561976114681,,665330314140680005742.9917859210613E+15,2183210664941,326062636495874355336615710,,,,,,97915600891252613904418305947938,45555860613279393,,,,136044299694.338,topcoin,topcoin
3601,2018/11/19,36602245981205686,26784526482622942,8417932703019002,,665330314140680005742.9963085987611E+15,3901014776800,5667663929225406072775923730,,,,,,91876473627228740868816531834217,56346568911374950,,,,2116085121246,topcoin,topcoin
3602,2018/11/20,42662349231179409,28831829091625752,8894503123119756,,665330314140678297502.9253346007177E+15,3665913996639,9792254224211454258790097169,,,,,,80519311107205205827714443140845,65360179606358984,,,,3396372691263,topcoin,topcoin
3603,2018/11/21,36681645375152401,25483725804579531,9139292739617952,,665330314140674839352.7897028822903E+15,3098413326214,5923117373160989020514639857,,,,,,78726938509198572472813890832374,54572370229314810,,,,232436239888.028,topcoin,topcoin
3604,2018/11/22,35478240454151104,26599423595568895,9030522117017791,,665330314140674839352.7567272188076E+15,2775412415709,4611762247124452905352713307,,,,,,78959007503202225596813834533137,59532462570304211,,,,173385275619.997,topcoin,topcoin
3605,2018/11/23,36639943434151266,27513624058559992,8729862320217659,,665330314140674839352.7645895154245E+15,2634512325971,4997475206125243836376409724,,,,,,75205987265189762892212757726837,56019763695309709,,,,181645206672.17,topcoin,topcoin
3606,2018/11/24,31500238865132710,24987422675497041,7530332077715620,,665330314140671396102.7570415238612E+15,2290214135387,389582455092707795279595350,,,,,,74946643919189870008912707848758,49498556796270842,,,,155914089562.52,topcoin,topcoin
3607,2018/11/25,31392842191147337,23912924047529038,8067182501316512,,665330314140668570572.7070102520638E+15,2685913595090,4104081298138579132438319365,,,,,,66962119438173030198111441302607,46847668856302775,,,,171635763828.522,topcoin,topcoin
3608,2018/11/26,35724441011154099,25695123655557364,9110632646617257,,665330314140668570572.6946956265561E+15,2911513626607,5076106221109495176387315524,,,,,,68402836685182414253811697819826,52514668712308830,,,,197554629694.906,topcoin,topcoin
3609,2018/11/27,35200041213148349,26840222852565825,8421392789717909,,665330314140668570572.5162741933033E+15,2997611726232,473764660373869956305177652,,,,,,65676241094178428111711092620900,55164270732294510,,,,176513233539.35,topcoin,topcoin
3610,2018/11/28,35376142131153228,25433825022622580,8677532651319897,,665330314140664161282.3997856356676E+15,2914215096651,559376632396534269395873163,,,,,,71633743871198506188312173058034,51575269304327902,,,,219933858635.859,topcoin,topcoin
3611,2018/11/29,35632741054139939,24612124147555591,9118162444717814,,665330314140660843392.4190837948193E+15,2870917166296,5001806538593671514432746105,,,,,,74307310879203381677612357924956,52119465168292239,,,,2032324586778.893,topcoin,topcoin
3612,2018/11/30,36144943069154881,25005626265599039,9146452367118642,,665330314140660843392.4256332273544E+15,2562616635172,765457150911667593122007350905,,,,,,71851288563194138533311978975767,49435668810319375,,,,30611444233351,topcoin,topcoin
3613,2018/12/01,32649940447133335,24172322753525648,8298362007716262,,665330314140660837132.5127151731576E+15,2634714735182,5152734617698179391806093974,,,,,,72040425440197628312312076953169,52039467088278818,,,,2131730693436,topcoin,topcoin
3614,2018/12/02,28681637279132122,22255920152492410,7896651876815282,,665330314140660101062.4254430867254E+15,2159612614054,408884716371018357166685100,,,,,,72950446647202808922012195681696,41450861957268603,,,,183723524338.509,topcoin,topcoin
3615,2018/12/03,33569438035143838,24053821575548100,8410162072418022,,619401574602660101062.4217926041869E+15,2789414775647,594873623189222306255345961,,,,,,69689804833190725164011607159175,49883765836294141,,,,247314135465.875,topcoin,topcoin
3616,2018/12/04,38916837856137585,27005121448565202,8059071944117972,,564640385153560101062.4668169202146E+15,2533212435846,884594648378854501251846370,,,,,,69284733767188085980811490472936,57943563528286462,,,,327573677445.586,topcoin,topcoin
3617,2018/12/05,34728438489156409,25637122328595937,8046892208118963,,564640385153561897972.3991040100826E+15,2735711766799,667421543277834688310259326,,,,,,67884946138182105469111141282534,53391564935311901,,,,260333486520.624,topcoin,topcoin
3618,2018/12/06,38095539702149322,27951923111590923,8407982295819164,,564640385153562818232.4435114234645E+15,nullnullnull,612720403396006492381727622,,,,,,65378504883171902458010362701549,56955062724307001,,,,219214155645.985,topcoin,topcoin
3619,2018/12/07,38432843569166672,25377627082572417,9139302580618403,,564640385153562818232.3605144158485E+15,2863812867960,4920391074125980594430578083,,,,,,5945233364515025026209107119844,58674672251325553,,,,193894652752.211,topcoin,topcoin
3620,2018/12/08,30468240552184772,23097723659552589,7465692192317323,,564640385153562818232.3091508510569E+15,222709846119,318245437274917099247807313,,,,,,6004634294114874017129487542766,48308163185339155,,,,137783167448.448,topcoin,topcoin
3621,2018/12/09,28860038124153463,23844121575507555,7452552015916875,,564640385153559531202.2890425911137E+15,233639865542,266466227852744956223084597,,,,,,6201358718515389965459772874497,43232660532305118,,,,111752445439.528,topcoin,topcoin
3622,2018/12/10,34738938497158795,25822922763555379,8505952800018196,,564640385153559346822.3595982954421E+15,2281810775193,379940828093912243232592017,,,,,,6189782108914963735739625335731,51217566641327674,,,,147134126418.799,topcoin,topcoin
3623,2018/12/11,34285738634146046,25136222066536006,8161012521217723,,564640385153559346822.3505443922533E+15,2260311535051,425332219776334136231501936,,,,,,6023981638414418383159338497189,55106565530294975,,,,169213459431.902,topcoin,topcoin
3624,2018/12/12,34631938888151945,26130322057533920,8544292437816675,,564640385153558434382.2580982273966E+15,2187610845114,382922065882666343212296035,,,,,,6067219425814678618489410079142,54588869225294191,,,,146543748397.618,topcoin,topcoin
3625,2018/12/13,35027539341148425,26829122369565689,8142351948217641,,564640385153555357542.2190369988263E+15,2179212745936,396666477967397631268876297,,,,,,5979686177814367038149314838517,55024469050296552,,,,147853013475.308,topcoin,topcoin
3626,2018/12/14,37020140233148869,27565523350567306,7861612100118675,,564640385153555357542.2165441789619E+15,2444512115193,382188036255214103232833026,,,,,,5751631187113963872228932166389,61287862761297684,,,,138652365410.419,topcoin,topcoin
3627,2018/12/15,32405138927161896,26273022674551916,7119645998516796,,564640385153555357542.2223015236509E+15,1857712934054,264122202763699863154327327,,,,,,5672623938814224536998783175127,53458770020308405,,,,100532809279.621,topcoin,topcoin
3628,2018/12/16,29116235948161571,22633821513516697,7687512079415879,,564640385153555908742.2226166422032E+15,1952616574175,2787927699100365404154968508,,,,,,5746346735015545220139060189253,46148960307326892,,,,123184665299.921,topcoin,topcoin
3629,2018/12/17,37350341597156778,29866324849570051,7637192687618889,,564640385153556112992.2414156414339E+15,2494015895563,4095720382159562445312555843,,,,,,5954967188016714140649390230799,60033871206314185,,,,137146421548.295,topcoin,topcoin
3630,2018/12/18,36945737337144162,26611724504556320,8234132432419672,,562109224558756112992.2199534186507E+15,2560011985622,4896160579115656410308782760,,,,,,6230453402417375716289928031910,53348659244295106,,,,183994720555.045,topcoin,topcoin
3631,2018/12/19,39381242913166383,30224326676597725,8287652597719629,,510642292466056081152.2545036112439E+15,2644613186555,5822020329187944953453833981,,,,,,66460465078182460201410856383855,60739267030323128,,,,192637045759.269,topcoin,topcoin
3632,2018/12/20,37791640648167251,28713825363602429,8581732075719588,,510642292466052495392.2413468790223E+15,2463013477404,5265231417148709626481881768,,,,,,69444172000186098378111339911461,56216067235325116,,,,183375863799.898,topcoin,topcoin
3633,2018/12/21,38844942955158889,28044825601606526,8060642061319662,,510642292466052495392.2633650043454E+15,2214312126817,5161797730126025617515438132,,,,,,70322544864189020664511873058184,58656168192316418,,,,184064923849.82,topcoin,topcoin
3634,2018/12/22,31242940147128889,25104122843495551,6195042030816613,,510642292466052495392.2674108620864E+15,1773710375356,315421067580033113236128865,,,,,,68325378650184720661611653640263,47506264646265277,,,,125653504476.498,topcoin,topcoin
3635,2018/12/23,29404839658149885,25056323117543655,5907932082617293,,510642292466059506992.3009516696712E+15,1770112925561,3145274088126265643386003123,,,,,,70421810239198089412113534069564,45685065505294750,,,,125535462710.015,topcoin,topcoin
3636,2018/12/24,32842038520161392,27214523398615551,7357572398419050,,510642292466059906222.3861319832882E+15,2119812765624,4596187053189362475578884771,,,,,,72807331718210661004715325951983,52326969499331188,,,,168898093940.433,topcoin,topcoin
3637,2018/12/25,27801535187151206,26489319501535001,6728622043816454,,510642292466059906222.456450188201E+15,1839410285484,4103060883100667979314423541,,,,,,66784326506185472245613531599488,42312958621293361,,,,154905162587.706,topcoin,topcoin
3638,2018/12/26,31192336105160624,28114821421560047,7056342272718494,,510642292466059735222.5264661714065E+15,1910711545472,4280662332122630367282457324,,,,,,66853638595184696291513715418564,47901367726305751,,,,152265725504.346,topcoin,topcoin
