,date,send_usd,sent_addresses,difficulty,active_addresses,fee_reward,median_transaction_size,transactions,market_cap,av_transaction_value,mining_profitability,block_size,av_transaction_size,top_100_percent,confirmation_time,tweets,google_trends,hashrate,median_transaction_value,full_name,coin
684,2012/05/31,24675913nullnull,215251326null,15910751.036null,284111852null,,,20875628null,47008999nullnull,1174nullnull,,688261128null,,,,,,,,novacoin,nvc
685,2012/06/01,15513187nullnull,223761088null,15910751.036null,290591647null,,,26917434null,47772937nullnull,573.098nullnull,,79468551.764null,,,,,,,,novacoin,nvc
686,2012/06/02,10435359nullnull,150421400null,15910751.034null,205671909null,,,12640602null,48036312nullnull,815.262nullnull,,36148716.242null,,,,,,,,novacoin,nvc
687,2012/06/03,9009740nullnull,249971269null,15910751.03null,303921642null,,,33448608null,47755411nullnull,268.139nullnull,,95880653.321null,,,,,,,,novacoin,nvc
688,2012/06/04,24314697nullnull,323331239null,15910751.03null,415731708null,,,45783547null,47945780nullnull,529.294nullnull,,130169681.455null,,,,,,,,novacoin,nvc
689,2012/06/05,24234952nullnull,331961420null,15910751.03null,409662104null,,,44217587null,48992775nullnull,546.275nullnull,,1280771102null,,,,,,,,novacoin,nvc
690,2012/06/06,13635404nullnull,179171526null,15910751.065null,241622019null,,,15784595null,49921219nullnull,855.582nullnull,,47759807.683null,,,,,,,,novacoin,nvc
691,2012/06/07,26730650nullnull,257831335null,15892571.071null,353851663null,,,33064519null,50691589nullnull,805.067nullnull,,104436560.043null,,,,,,,,novacoin,nvc
692,2012/06/08,30616718nullnull,208841554null,15831781.071null,282662022null,,,23756595null,51484984nullnull,1281nullnull,,78306563.993null,,,,,,,,novacoin,nvc
693,2012/06/09,7755161nullnull,239601402null,15831781.097null,315391803null,,,32879610null,51383611nullnull,234.649nullnull,,84899535.219null,,,,,,,,novacoin,nvc
694,2012/06/10,18109705nullnull,270831287null,15831781.122null,338331908null,,,40555584null,50675075nullnull,444.726nullnull,,102631684.558null,,,,,,,,novacoin,nvc
695,2012/06/11,16768873nullnull,247771291null,15831781.122null,326081819null,,,32391580null,50788634nullnull,515.474nullnull,,100591613.002null,,,,,,,,novacoin,nvc
696,2012/06/12,14580957nullnull,166811300null,15831781.122null,234931678null,,,18087569null,51987295nullnull,799.263nullnull,,58803690.131null,,,,,,,,novacoin,nvc
697,2012/06/13,14132411nullnull,370901386null,15831781.117null,467342050null,,,56644631null,53707538nullnull,248.836nullnull,,161051671.683null,,,,,,,,novacoin,nvc
698,2012/06/14,28698663nullnull,384871334null,15831781.117null,496461775null,,,61782616null,54783971nullnull,463.345nullnull,,179319560.652null,,,,,,,,novacoin,nvc
699,2012/06/15,21550438nullnull,366691458null,15831781.117null,490872045null,,,54827689null,57466049nullnull,391.926nullnull,,154174709.792null,,,,,,,,novacoin,nvc
700,2012/06/16,25106942nullnull,311771261null,15831781.163null,393471718null,,,43126551null,59574711nullnull,580.078nullnull,,125257729.993null,,,,,,,,novacoin,nvc
701,2012/06/17,8874068nullnull,312321248null,15831781.185null,393561656null,,,43745524null,58296262nullnull,202.101nullnull,,114005554.059null,,,,,,,,novacoin,nvc
702,2012/06/18,15694526nullnull,302561308null,15831781.185null,376041724null,,,38896558null,57873603nullnull,401.692nullnull,,99762533.817null,,,,,,,,novacoin,nvc
703,2012/06/19,13526367nullnull,267551254null,15831781.182null,355471679null,,,35815565null,59311750nullnull,376.129nullnull,,112799612.601null,,,,,,,,novacoin,nvc
704,2012/06/20,11249185nullnull,241321298null,16247111.143null,322671709null,,,32101599null,61027243nullnull,348.855nullnull,,105181576.789null,,,,,,,,novacoin,nvc
705,2012/06/21,6939284nullnull,221181340null,17265671.143null,297121730null,,,26646609null,61915964nullnull,259.103nullnull,,92607541.345null,,,,,,,,novacoin,nvc
706,2012/06/22,15005817nullnull,218521543null,17265671.143null,292302326null,,,23427728null,61394284nullnull,636.784nullnull,,80592864.859null,,,,,,,,novacoin,nvc
707,2012/06/23,19566183nullnull,216981527null,17265671.17null,302582354null,,,22139665null,60271402nullnull,877.289nullnull,,64139705.464null,,,,,,,,novacoin,nvc
708,2012/06/24,12091843nullnull,212461657null,17265671.181null,285032088null,,,22261674null,59405022nullnull,540.007nullnull,,78239486.623null,,,,,,,,novacoin,nvc
709,2012/06/25,11460370nullnull,254701786null,17265671.249null,339772666null,,,28559753null,58871501nullnull,399.135nullnull,,83030873.197null,,,,,,,,novacoin,nvc
710,2012/06/26,10950545nullnull,277011502null,17265671.642null,359992195null,,,30086646null,59359510nullnull,362.181nullnull,,88470680.646null,,,,,,,,novacoin,nvc
711,2012/06/27,12975935nullnull,294421448null,17265671.642null,390991880null,,,30712669null,61067661nullnull,420.273nullnull,,82729786.862null,,,,,,,,novacoin,nvc
712,2012/06/28,22980728nullnull,249331567null,17265671.668null,327292179null,,,26385668null,61807569nullnull,866.478nullnull,,85385624.044null,,,,,,,,novacoin,nvc
713,2012/06/29,16688056nullnull,251021356null,17265671.875null,331152087null,,,22731557null,61867521nullnull,729.469nullnull,,65558671.911null,,,,,,,,novacoin,nvc
714,2012/06/30,9264408nullnull,242411189null,17265671.875null,319291632null,,,22486462null,62308674nullnull,409.603nullnull,,720621233null,,,,,,,,novacoin,nvc
715,2012/07/01,8920691nullnull,222071460null,17265671.875null,317002052null,,,19134638null,62254399nullnull,462.787nullnull,,56599753.345null,,,,,,,,novacoin,nvc
716,2012/07/02,7907411nullnull,277721347null,17265672.096null,365881940null,,,24995561null,62494074nullnull,314.447nullnull,,68526583.538null,,,,,,,,novacoin,nvc
717,2012/07/03,9460498nullnull,254041666null,17265672.1null,346992417null,,,22507868null,61841873nullnull,417.369nullnull,,603771117null,,,,,,,,novacoin,nvc
718,2012/07/04,14722780nullnull,230841878null,17398402.1null,316352602null,,,23014883null,60723861nullnull,635.589nullnull,,675161136null,,,,,,,,novacoin,nvc
719,2012/07/05,13243690nullnull,208101742null,17514552.432null,279232279null,,,21499773null,61803902nullnull,611.916nullnull,,677321289null,,,,,,,,novacoin,nvc
720,2012/07/06,9147599nullnull,216391758null,17514552.44null,293492417null,,,23761736null,62499475nullnull,382.489nullnull,,680781248null,,,,,,,,novacoin,nvc
721,2012/07/07,27727072nullnull,247182029null,17514552.844null,309402791null,,,25449913null,63227078nullnull,1082nullnull,,639621220null,,,,,,,,novacoin,nvc
722,2012/07/08,5553827nullnull,205292503null,17514553.402null,279133698null,,,206461191null,63748376nullnull,267.024nullnull,,591821723null,,,,,,,,novacoin,nvc
723,2012/07/09,14673227nullnull,243092427null,17514554.061null,322823692null,,,249661151null,64985588nullnull,583.916nullnull,,671221325null,,,,,,,,novacoin,nvc
724,2012/07/10,15383149nullnull,292961849null,17514555.798null,370312527null,,,34930885null,66964927nullnull,438.516nullnull,,1016641214null,,,,,,,,novacoin,nvc
725,2012/07/11,8239161nullnull,266881575null,17514555.798null,353532108null,,,31116679null,67622870nullnull,263.653nullnull,,103152734.953null,,,,,,,,novacoin,nvc
726,2012/07/12,10347469nullnull,257401451null,17514555.798null,342321890null,,,24153638null,70428154nullnull,425.769nullnull,,71257741.06null,,,,,,,,novacoin,nvc
727,2012/07/13,189692228823null,229991524null,17514555.88null,313632072null,,,24393697null,72457986278442null,772.4887.262null,,707171026null,,,,,,,,novacoin,nvc
728,2012/07/14,186698793781null,228301606null,17514555.882null,298992100null,,,22626696null,71526782322251null,819.3212.92null,,61443757.957null,,,,,,,,novacoin,nvc
729,2012/07/15,102821107561null,232291724null,17514555.882null,303832262null,,,26205774null,71686586328992null,390.2875.317null,,81670770.539null,,,,,,,,novacoin,nvc
730,2012/07/16,170164679151null,290041913null,17514556.042null,368012706null,,,31229989null,76560554399041null,542.2885.795null,,943101607null,,,,,,,,novacoin,nvc
731,2012/07/17,2183430116384null,313952171null,17948906.171null,402663017null,,,350291144null,81914572490280null,620.2759.087null,,912801397null,,,,,,,,novacoin,nvc
732,2012/07/18,1425534517473null,262151915null,18663916.171null,342872628null,,,32433947null,84878858445062null,437.44210.893null,,974581030null,,,,,,,,novacoin,nvc
733,2012/07/19,1098008012470null,261491891null,18663916.377null,363092608null,,,30900958null,85280134434487null,353.7977.903null,,107218896.865null,,,,,,,,novacoin,nvc
734,2012/07/20,1425910711585null,288631744null,18663916.688null,361172347null,,,36646860null,82541429461426null,387.5397.908null,,111117873.717null,,,,,,,,novacoin,nvc
735,2012/07/21,206568788883null,281551719null,18663916.688null,355782190null,,,34452797null,82675790449380null,597.146.148null,,105366800.679null,,,,,,,,novacoin,nvc
736,2012/07/22,147502225212null,310111564null,18663916.746null,389552074null,,,34705685null,82087261422779null,423.1274.088null,,91723818.469null,,,,,,,,novacoin,nvc
737,2012/07/23,182531529804null,320661959null,18663917.146null,420382874null,,,325571012null,80297476429065null,558.2355.931null,,976521003null,,,,,,,,novacoin,nvc
738,2012/07/24,148483197512null,271192161null,18663917.146null,384152695null,,,282081156null,81156123441302null,523.3994.056null,,76531964.928null,,,,,,,,novacoin,nvc
739,2012/07/25,882062111864null,240612086null,18663917.279null,315582986null,,,271671049null,82670476411733null,322.786.866null,,716031536null,,,,,,,,novacoin,nvc
740,2012/07/26,2044406110492null,237591491null,18663918.368null,308422495null,,,30538682null,84413746417358null,665.7798.671null,,78997835.089null,,,,,,,,novacoin,nvc
741,2012/07/27,1932943715868null,249872029null,18663918.368null,322932870null,,,269771036null,84965961477067null,711.8199.378null,,628351109null,,,,,,,,novacoin,nvc
742,2012/07/28,154270168166null,299241754null,18663918.368null,386272407null,,,35077845null,84988315474304null,437.8945.469null,,94103904.529null,,,,,,,,novacoin,nvc
743,2012/07/29,969240812862null,264281995null,18663918.794null,359782720null,,,34317997null,84149085485060null,281.0787.767null,,883291132null,,,,,,,,novacoin,nvc
744,2012/07/30,864237131441null,278612054null,19505648.88null,361892706null,,,34219963null,85226705536406null,251.26818.387null,,894731357null,,,,,,,,novacoin,nvc
745,2012/07/31,2734705260391null,438162476null,20366718.88null,587764785null,,,413771442null,88277568566526null,658.85429.445null,,1373019121null,,,,,,,,novacoin,nvc
746,2012/08/01,21414939nullnull,305232725null,203667110.146null,407223580null,,,304041735null,90597522nullnull,701.255nullnull,,988841477null,,,,,,,,novacoin,nvc
747,2012/08/02,1791731530828null,314852263null,203667110.431null,421263099null,,,330461263null,96340673558717null,539.49916.346null,,870351333null,,,,,,,,novacoin,nvc
748,2012/08/03,1536612852122null,277511852null,203667110.431null,363622471null,,,27618932null,103674301514956null,553.13634.725null,,729271347null,,,,,,,,novacoin,nvc
749,2012/08/04,15436013113005null,265971886null,203667110.487null,358833121null,,,288541028null,105534793473868null,532.09372.486null,,814883100null,,,,,,,,novacoin,nvc
750,2012/08/05,2151287965893null,286112161null,203667110.58null,378403753null,,,331441347null,105092822440108null,646.36235.851null,,983121853null,,,,,,,,novacoin,nvc
751,2012/08/06,2159818524821null,330551511null,203667110.58null,423492331null,,,35260711null,104548357450463null,610.11820.788null,,1021861029null,,,,,,,,novacoin,nvc
752,2012/08/07,2151163114151null,308891349null,203667110.58null,391701835null,,,29439606null,105996717499413null,726.67113.452null,,71157871.641null,,,,,,,,novacoin,nvc
753,2012/08/08,1834004216182null,377021584null,203667110.174null,519602310null,,,40002753null,106787344525916null,456.58312.742null,,99287822.992null,,,,,,,,novacoin,nvc
754,2012/08/09,160071413826null,289011645null,20366718.833null,403822425null,,,29772748null,106900949486376null,534.6052.881null,,76925839.372null,,,,,,,,novacoin,nvc
755,2012/08/10,1889535114124null,290061462null,20366718.833null,386092235null,,,28219616null,109053306478226null,665.91512.01null,,73710772.121null,,,,,,,,novacoin,nvc
756,2012/08/11,180304067132null,288611535null,20366718.833null,384082163null,,,32971680null,111185576474892null,544.0845.62null,,77927790.494null,,,,,,,,novacoin,nvc
757,2012/08/12,1861140917234null,301131912null,21142538.887null,390642713null,,,344771057null,111886769481898null,537.34310.49null,,883951208null,,,,,,,,novacoin,nvc
758,2012/08/13,2216769341324null,377231637null,21908668.909null,485902272null,,,48712746null,114531032465793null,453.58731.212null,,1274741118null,,,,,,,,novacoin,nvc
759,2012/08/14,1830511942636null,314021486null,21908668.909null,428732076null,,,34349637null,117368103439198null,530.49134.948null,,94840857.463null,,,,,,,,novacoin,nvc
760,2012/08/15,2265859317866null,357051736null,21908668.96null,504062384null,,,52802833null,123341861382223null,427.77112.338null,,144034930.824null,,,,,,,,novacoin,nvc
761,2012/08/16,2765952180475null,456911761null,21908669.083null,617062451null,,,46323946null,129804241378612null,595.12354.375null,,1278161011null,,,,,,,,novacoin,nvc
762,2012/08/17,3470777326329null,420951514null,21908669.083null,567612321null,,,40416682null,121523825436852null,855.84121.371null,,126018782.462null,,,,,,,,novacoin,nvc
763,2012/08/18,2514262813358null,381771402null,21908669.083null,516081950null,,,37011616null,113812820447741null,676.56811.927null,,100598732.02null,,,,,,,,novacoin,nvc
764,2012/08/19,5797512321345null,330161937null,21908668.754null,581262650null,,,367691096null,95226001381744null,156912.89null,,1000941190null,,,,,,,,novacoin,nvc
765,2012/08/20,867551048904null,321661767null,21908668.492null,474122616null,,,35663839null,88113350367134null,24216.158null,,91600824.618null,,,,,,,,novacoin,nvc
766,2012/08/21,546611303840null,395411694null,21908668.492null,543942349null,,,42242824null,97328157370704null,12892.741null,,98937799.253null,,,,,,,,novacoin,nvc
767,2012/08/22,764053345277null,365151365null,21908668.492null,495221880null,,,37718660null,96179738388601null,20174.653null,,100290786.169null,,,,,,,,novacoin,nvc
768,2012/08/23,7561879253368null,331461496null,21908668.172null,437462134null,,,31653630null,96735696396848null,237744.033null,,77018886.125null,,,,,,,,novacoin,nvc
769,2012/08/24,11443668617025null,332711537null,21908668.144null,450292339null,,,32127664null,101116067390215null,354613.545null,,87551750.051null,,,,,,,,novacoin,nvc
770,2012/08/25,464053794511null,276522131null,24207338.144null,366102765null,,,333011212null,103265106395840null,13882.425null,,98778790.779null,,,,,,,,novacoin,nvc
771,2012/08/26,3523668416224null,259571572null,24406438.54null,347022138null,,,29341706null,103759184397618null,119412.489null,,68226631.042null,,,,,,,,novacoin,nvc
772,2012/08/27,679568976978null,291662060null,24406438.81null,384463173null,,,329511225null,105469933391732null,20533.907null,,950691146null,,,,,,,,novacoin,nvc
773,2012/08/28,743392465242null,291541576null,24406438.81null,399142268null,,,29687758null,107312049387437null,24914.073null,,83525812.119null,,,,,,,,novacoin,nvc
774,2012/08/29,1605083427332null,305901979null,24406438.789null,393722596null,,,340411048null,107134326397526null,46924.38null,,81746910.858null,,,,,,,,novacoin,nvc
775,2012/08/30,1248279336089null,270091867null,24406438.568null,341062652null,,,33760977null,105837836387897null,36813.896null,,91435925.353null,,,,,,,,novacoin,nvc
776,2012/08/31,9396421110439null,373031820null,24406438.568null,494202520null,,,40484965null,102840790392905null,23136.748null,,118322876.876null,,,,,,,,novacoin,nvc
777,2012/09/01,878928607473null,348392052null,24406438.568null,449802575null,,,406131131null,98875807386597null,21564.229null,,104020974.296null,,,,,,,,novacoin,nvc
778,2012/09/02,602074369133null,271354340null,24406438.864null,349265460null,,,334243515null,99392930377663null,17932.218null,,865062306null,,,,,,,,novacoin,nvc
779,2012/09/03,384330037134null,260534113null,24406438.97null,329945148null,,,380813317null,102114293385298null,10051.845null,,1036712507null,,,,,,,,novacoin,nvc
780,2012/09/04,677338093856null,314323850null,24406438.97null,460374616null,,,397933375null,103056576383914null,16960.977null,,1160162191null,,,,,,,,novacoin,nvc
781,2012/09/05,9910376122602null,330193822null,24406438.953null,415434946null,,,409552949null,105452853400634null,24096.474null,,991422276null,,,,,,,,novacoin,nvc
782,2012/09/06,2425377822989null,359122281null,24910278.868null,468433164null,,,426191231null,109480837400751null,56681.539null,,1041051101null,,,,,,,,novacoin,nvc
783,2012/09/07,2042491255175null,314491589null,26940488.868null,441032099null,,,33315689null,109654010399840null,61004.123null,,83362623.242null,,,,,,,,novacoin,nvc
784,2012/09/08,838585015330null,260182153null,26940488.868null,336993074null,,,310281282null,109440989398692null,26902.852null,,920791022null,,,,,,,,novacoin,nvc
785,2012/09/09,429425085948null,300642742null,26940489.346null,401903433null,,,313052395null,109200010403375null,13652.001null,,811021740null,,,,,,,,novacoin,nvc
786,2012/09/10,2094555115598null,286812918null,26940489.404null,373584214null,,,334822182null,109881963404797null,62282.06null,,951231827null,,,,,,,,novacoin,nvc
787,2012/09/11,2273073305074null,343242658null,26940489.404null,452413547null,,,380802185null,111411770398614null,59471.87null,,1113171893null,,,,,,,,novacoin,nvc
788,2012/09/12,1230072183445null,266092186null,26940489.329null,342162886null,,,279411495null,112553504396291null,43781.65null,,780511120null,,,,,,,,novacoin,nvc
789,2012/09/13,25510333814049null,258332098null,26940489.117null,350763215null,,,288951466null,112303163351708null,87896.979null,,1000081519null,,,,,,,,novacoin,nvc
790,2012/09/14,20852086011651null,290282231null,26940489.117null,382752887null,,,359561922null,114916851335445null,57734.744null,,998362615null,,,,,,,,novacoin,nvc
