,date,transactions,block_size,sent_addresses,difficulty,active_addresses,hashrate,av_transaction_size,send_usd,median_transaction_size,av_transaction_value,median_transaction_value,mining_profitability,confirmation_time,google_trends,top_100_percent,tweets,market_cap,fee_reward,full_name,coin
1636,2013/06/27,459614656null,1273985906null,434607035null,19339258769.715null,6102411110null,,,541643274571171null,,1178878.868null,,,,,,,109520265552529785null,,isracoin,isracoin
1637,2013/06/28,493834217null,1353335501null,497946369null,19339258798.627null,6861311050null,,,604819294179621null,,1228870.309null,,,,,,,104617867651171634null,,isracoin,isracoin
1638,2013/06/29,363763905null,1057134071null,389656079null,20177844808.549null,609819832null,,,471697723847963null,,1295852.978null,,,,,,,101299570049268138null,,isracoin,isracoin
1639,2013/06/30,308003754null,925904587null,342955900null,21335329808.549null,504929996null,,,368732304046559null,,1191946.846null,,,,,,,101957011951137718null,,isracoin,isracoin
1640,2013/07/01,389715367null,1132907384null,482037866null,21335329820.4null,6867612893null,,,740522364714003null,,1893788.957null,,,,,,,97198843652118343null,,isracoin,isracoin
1641,2013/07/02,394974961null,1172884827null,450027500null,21335329841.468null,6415812137null,,,609050434188901null,,1541770.727null,,,,,,,94502564851676768null,,isracoin,isracoin
1642,2013/07/03,353475444null,859936101null,466637980null,21335329841.468null,6602412911null,,,661859803818204null,,1863635.472null,,,,,,,92511428950914375null,,isracoin,isracoin
1643,2013/07/04,351274369null,972335072null,420766890null,21335329848.872null,6086811461null,,,667557394189477null,,1908860.856null,,,,,,,89181599551060137null,,isracoin,isracoin
1644,2013/07/05,368514008null,902145828null,426366293null,21335329909.301null,6050910494null,,,781213243565561null,,2109797.775null,,,,,,,83023303948513243null,,isracoin,isracoin
1645,2013/07/06,331853451null,842684679null,349935671null,21335329909.301null,565359602null,,,459301423385030null,,1376853.54null,,,,,,,75075892945527996null,,isracoin,isracoin
1646,2013/07/07,301704039null,760674187null,308296492null,21335329909.301null,4884710079null,,,445866563112416null,,1469674.343null,,,,,,,79374745847612016null,,isracoin,isracoin
1647,2013/07/08,394374287null,944664469null,452116853null,21335329892.462null,6304510731null,,,612568243577809null,,1546724.041null,,,,,,,83731567048698091null,,isracoin,isracoin
1648,2013/07/09,406474343null,1032684096null,476576891null,21335329874.073null,6798611137null,,,838227073359846null,,2053678.399null,,,,,,,82564734147750574null,,isracoin,isracoin
1649,2013/07/10,390434198null,929554345null,464826689null,21335329874.073null,6485810710null,,,820899243672152null,,2109775.833null,,,,,,,86580425248613396null,,isracoin,isracoin
1650,2013/07/11,432604835null,1151965187null,549447281null,26107387881.952null,7335711298null,,,859108224083512null,,2003767.817null,,,,,,,92899326449461117null,,isracoin,isracoin
1651,2013/07/12,481064328null,1519445744null,602436590null,26162876923.145null,7845110487null,,,864999523681621null,,1792774.697null,,,,,,,96925297249828376null,,isracoin,isracoin
1652,2013/07/13,378133749null,1154734832null,428995941null,26162876923.145null,631169771null,,,769151303169819null,,2026740.932null,,,,,,,100489616750720273null,,isracoin,isracoin
1653,2013/07/14,347613397null,973294170null,319665472null,26162876923.145null,484029218null,,,5095210011816984null,,14592997null,,,,,,,100593800451508825null,,isracoin,isracoin
1654,2013/07/15,365904369null,1049074393null,415586714null,26162876902.13null,6232510678null,,,623913653933249null,,1698787.076null,,,,,,,101931897052728164null,,isracoin,isracoin
1655,2013/07/16,392284634null,1108844940null,483357060null,26162876883.756null,6622111205null,,,851841333923107null,,2162772.481null,,,,,,,102687923054178070null,,isracoin,isracoin
1656,2013/07/17,404594298null,1008273829null,457036680null,26162876883.756null,6300710952null,,,955517414100812null,,2351833.442null,,,,,,,101411102954984212null,,isracoin,isracoin
1657,2013/07/18,410093881null,1170394572null,451066158null,26162876905.112null,6317810389null,,,866448013665027null,,2105821.533null,,,,,,,98832645253727569null,,isracoin,isracoin
1658,2013/07/19,365883883null,968654045null,435186150null,26162876957.507null,5875910019null,,,683410113830447null,,1859868.188null,,,,,,,95843687952434644null,,isracoin,isracoin
1659,2013/07/20,335164147null,829834241null,329826260null,26162876957.507null,523999842null,,,411968794629358null,,1222985.691null,,,,,,,95901829452824752null,,isracoin,isracoin
1660,2013/07/21,352573546null,829783775null,357995727null,26162876957.507null,511239401null,,,412561643203807null,,1164789.299null,,,,,,,95976290052879694null,,isracoin,isracoin
1661,2013/07/22,398143723null,1098535110null,432805762null,27181693923.007null,603189712null,,,756235853250367null,,1892762.594null,,,,,,,96260105552869415null,,isracoin,isracoin
1662,2013/07/23,382913888null,1241833532null,460296080null,31256961894.198null,6429910040null,,,860041233291695null,,2245742.565null,,,,,,,97600100852942759null,,isracoin,isracoin
1663,2013/07/24,422023590null,1249334036null,463645705null,31256961894.198null,658889666null,,,780992833640954null,,1844868.896null,,,,,,,98986822153218447null,,isracoin,isracoin
1664,2013/07/25,423843693null,1401943873null,471875905null,31256961895.835null,664409863null,,,710303953398626null,,1680800.807null,,,,,,,100683091453461563null,,isracoin,isracoin
1665,2013/07/26,372093461null,1056143157null,447295549null,31256961912.986null,628868993null,,,699480063362877null,,1872831.985null,,,,,,,102225750053358116null,,isracoin,isracoin
1666,2013/07/27,367113438null,947013158null,358785586null,31256961912.986null,519888748null,,,404543692721454null,,1101697.485null,,,,,,,101474211553035741null,,isracoin,isracoin
1667,2013/07/28,371343171null,1039653093null,347145084null,31256961912.986null,491808328null,,,543106204113048null,,14561103null,,,,,,,101338641452907519null,,isracoin,isracoin
1668,2013/07/29,416343750null,1107314616null,481915828null,31256961902.116null,674749541null,,,678284722991940null,,1626696.348null,,,,,,,104689443653064595null,,isracoin,isracoin
1669,2013/07/30,419363641null,999624379null,517685696null,31256961892.553null,698709380null,,,932532163998474null,,2213969.284null,,,,,,,106807073052672734null,,isracoin,isracoin
1670,2013/07/31,493343817null,1250355090null,593585788null,31256961892.553null,809009544null,,,824656863391377null,,1665786.133null,,,,,,,110240498852396125null,,isracoin,isracoin
1671,2013/08/01,507273552null,1354324307null,627975423null,31256961892.553null,1143059213null,,,1095736613272367null,,2153803.429null,,,,,,,110142497152552212null,,isracoin,isracoin
1672,2013/08/02,514893742null,1196363296null,585145813null,31256961840.844null,747589390null,,,867728793017369null,,1679701.387null,,,,,,,109748204552669101null,,isracoin,isracoin
1673,2013/08/03,455763593null,1253204154null,440355553null,34144399821.925null,604849730null,,,641383993186630null,,1402765.833null,,,,,,,109652049753362451null,,isracoin,isracoin
1674,2013/08/04,427674106null,1133084009null,408106152null,37392766821.925null,602539603null,,,478599493042123null,,1114652.116null,,,,,,,108748875453858250null,,isracoin,isracoin
1675,2013/08/05,508124316null,1217053652null,551166389null,37392766826.339null,7317110335null,,,808489843794674null,,1585763.516null,,,,,,,109837090252819160null,,isracoin,isracoin
1676,2013/08/06,541793768null,1258454920null,544985804null,37392766838.419null,7154610138null,,,732553063393611null,,1347778.351null,,,,,,,111530543151884439null,,isracoin,isracoin
1677,2013/08/07,574204292null,1352044991null,557706379null,37392766838.419null,7566711049null,,,787675243694885null,,1376753.75null,,,,,,,112150041751464975null,,isracoin,isracoin
1678,2013/08/08,578173875null,1263974132null,537175915null,37392766838.419null,723769761null,,,691013924630685null,,11911039null,,,,,,,110515105350487391null,,isracoin,isracoin
1679,2013/08/09,494633455null,1120823999null,477925343null,37392766864.977null,646328948null,,,580790121211566null,,1170300.339null,,,,,,,108543879049750335null,,isracoin,isracoin
1680,2013/08/10,514854067null,1125745879null,455155943null,37392766867.764null,593049925null,,,477928481253371null,,924.516273.901null,,,,,,,107670256748037779null,,isracoin,isracoin
1681,2013/08/11,382063518null,808613935null,375595343null,37392766867.764null,541349323null,,,39462461735696null,,1027179.089null,,,,,,,107323615447606102null,,isracoin,isracoin
1682,2013/08/12,500123614null,1340723427null,802975572null,37392766861.757null,1033929411null,,,79137501936638null,,1576221.114null,,,,,,,108471391848006725null,,isracoin,isracoin
1683,2013/08/13,528973756null,1387184211null,516905812null,39812328851.448null,749949861null,,,123134549639344null,,2320146.37null,,,,,,,109617308647897028null,,isracoin,isracoin
1684,2013/08/14,514924036null,1454604973null,553965964null,50810339851.448null,7821511153null,,,1288099821982846null,,2493426.602null,,,,,,,111225880748097944null,,isracoin,isracoin
1685,2013/08/15,579593900null,1631024292null,544015776null,50810339856.208null,7575710250null,,,79236381690386null,,1363153.079null,,,,,,,112027800448268849null,,isracoin,isracoin
1686,2013/08/16,709513237null,1824603410null,615935033null,50810339913.236null,825188923null,,,1032413273519357null,,1462934.26null,,,,,,,111596808048861641null,,isracoin,isracoin
1687,2013/08/17,563563001null,1296963045null,447334648null,50810339913.236null,614118444null,,,96943686435577null,,1714122.732null,,,,,,,111929334049075298null,,isracoin,isracoin
1688,2013/08/18,562033529null,1305504622null,405365263null,50810339913.236null,575489785null,,,75878405841927null,,1345207.065null,,,,,,,112124542148945545null,,isracoin,isracoin
1689,2013/08/19,711373850null,1778773800null,611765704null,50810339894.272null,785519861null,,,108841252651504null,,1526146.11null,,,,,,,113411027948531211null,,isracoin,isracoin
1690,2013/08/20,630384167null,1513874412null,578786058null,50810339867.945null,7984410494null,,,97812430595487null,,1547124.449null,,,,,,,117049207947919437null,,isracoin,isracoin
1691,2013/08/21,603354541null,1380573701null,584636494null,50810339867.945null,8267611123null,,,1335674081335785null,,2207257.079null,,,,,,,121741137948098180null,,isracoin,isracoin
1692,2013/08/22,665963958null,1327052942null,621215813null,50810339897.521null,838879949null,,,87779970575695null,,1319124.502null,,,,,,,124320380848916328null,,isracoin,isracoin
1693,2013/08/23,549994089null,1330223663null,532965951null,50810339978.608null,8188810087null,,,87176230898756null,,1579192.206null,,,,,,,123013873949700936null,,isracoin,isracoin
1694,2013/08/24,516344357null,1311283771null,439216123null,56116797978.608null,6438810063null,,,596030191092300null,,1150219.514null,,,,,,,122699970149504136null,,isracoin,isracoin
1695,2013/08/25,442963819null,1428785476null,397895380null,65750060978.608null,6861610528null,,,594152981092643null,,1337252.077null,,,,,,,124907511948809972null,,isracoin,isracoin
1696,2013/08/26,559273466null,1507604274null,524935073null,65750060971.438null,757729859null,,,76470997809055null,,1378203.551null,,,,,,,126149354947863946null,,isracoin,isracoin
1697,2013/08/27,620183967null,1760066708null,598705594null,65750060969.439null,9501210656null,,,101366419864129null,,1630192.225null,,,,,,,129886430748285265null,,isracoin,isracoin
1698,2013/08/28,645693987null,1598563580null,604265092null,65750060969.439null,838759409null,,,898957771010393null,,1395227.474null,,,,,,,133888328049274335null,,isracoin,isracoin
1699,2013/08/29,588033649null,1330343166null,536144678null,65750060964.827null,748849111null,,,305027090660726null,,5171155.173null,,,,,,,134526368749584269null,,isracoin,isracoin
1700,2013/08/30,623983973null,1388943443null,634075046null,65750060934.766null,896119755null,,,97816557753198null,,1573162.152null,,,,,,,137558982049906192null,,isracoin,isracoin
1701,2013/08/31,472823880null,980553294null,583674759null,65750060934.766null,881639763null,,,106582437776623null,,2244170.181null,,,,,,,141944268549596792null,,isracoin,isracoin
1702,2013/09/01,463773765null,950263021null,350704610null,65750060957.849null,569999265null,,,101947580707561null,,2191160.494null,,,,,,,145019724949135319null,,isracoin,isracoin
1703,2013/09/02,510513167null,1060714220null,395103822null,657500601102null,627908281null,,,101543627527072null,,1985147.355null,,,,,,,146179223749095985null,,isracoin,isracoin
1704,2013/09/03,519693493null,1307893772null,446603902null,657500601102null,721008248null,,,117986939604490null,,2262151.278null,,,,,,,145401885449350352null,,isracoin,isracoin
1705,2013/09/04,528163797null,1469426180null,490134193null,817347461102null,768789605null,,,1096498621419056null,,2100334.528null,,,,,,,140667381851564205null,,isracoin,isracoin
1706,2013/09/05,605513774null,1425224204null,475754248null,869330181090null,704259135null,,,103588047858323null,,1706197.725null,,,,,,,136751934253961529null,,isracoin,isracoin
1707,2013/09/06,606654250null,1469352974null,464474900null,86933018938.983null,732699949null,,,801855591176529null,,1318235.494null,,,,,,,134129435154202227null,,isracoin,isracoin
1708,2013/09/07,518223865null,1566862833null,400994477null,86933018938.983null,625939430null,,,719980641089067null,,1397240.902null,,,,,,,134151155753631414null,,isracoin,isracoin
1709,2013/09/08,462953831null,1313533045null,342584434null,86933018958.699null,564859347null,,,45973608846439null,,995.609190.822null,,,,,,,136047842653942828null,,isracoin,isracoin
1710,2013/09/09,574732568null,1234963341null,444753133null,869330181129null,739957862null,,,1208711071029704null,,2096338.647null,,,,,,,137529672554034315null,,isracoin,isracoin
1711,2013/09/10,530922669null,1254763197null,431863154null,869330181129null,706707953null,,,76847194765656null,,1462244.731null,,,,,,,140061204853482222null,,isracoin,isracoin
1712,2013/09/11,490102459null,1071413042null,488082965null,869330181129null,746757606null,,,100634498610735null,,2049206.748null,,,,,,,142188250252985932null,,isracoin,isracoin
1713,2013/09/12,520872756null,1142982745null,497973284null,869330181117null,770298133null,,,86296961744088null,,1659225.139null,,,,,,,144512575652939474null,,isracoin,isracoin
1714,2013/09/13,446302654null,1008672631null,451953237null,86933018970.08null,665727925null,,,80538535714121null,,1807223.423null,,,,,,,145046642552596947null,,isracoin,isracoin
1715,2013/09/14,433422758null,899862303null,344243417null,87168757970.08null,540538068null,,,70237329858113null,,1645253.31null,,,,,,,144966038351986808null,,isracoin,isracoin
1716,2013/09/15,534912910null,1397732748null,332623474null,112628549970.08null,548018510null,,,49351348982480null,,925.232277.232null,,,,,,,144736370552580360null,,isracoin,isracoin
1717,2013/09/16,517312781null,1615172741null,453773252null,1126285491021null,697748227null,,,83491740724111null,,1657214.931null,,,,,,,144917004452903512null,,isracoin,isracoin
