,date,active_addresses,market_cap,difficulty,confirmation_time,fee_reward,transactions,av_transaction_value,google_trends,top_100_percent,hashrate,av_transaction_size,median_transaction_size,send_usd,median_transaction_value,block_size,tweets,sent_addresses,mining_profitability,full_name,coin
186,2009/07/08,74nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.986nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
187,2009/07/09,86nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.721nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
188,2009/07/10,81nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.864nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
189,2009/07/11,83nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.988nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
190,2009/07/12,77nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.792nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
191,2009/07/13,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.91nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
192,2009/07/14,69nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.957nullnull,,13nullnull,,bitcoinscrypt,bitcoinscrypt
193,2009/07/15,45nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.978nullnull,,9nullnull,,bitcoinscrypt,bitcoinscrypt
194,2009/07/16,71nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.859nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
195,2009/07/17,47nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.809nullnull,,12nullnull,,bitcoinscrypt,bitcoinscrypt
196,2009/07/18,4nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134nullnull,,4nullnull,,bitcoinscrypt,bitcoinscrypt
197,2009/07/19,70nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.8nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
198,2009/07/20,192nullnull,,1nullnull,,,1nullnull,,,,,,,,,333.7nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
199,2009/07/21,82nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.854nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
200,2009/07/22,60nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.4nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
201,2009/07/23,76nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.684nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
202,2009/07/24,73nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.932nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
203,2009/07/25,32nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.844nullnull,,10nullnull,,bitcoinscrypt,bitcoinscrypt
204,2009/07/26,21nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.524nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
205,2009/07/27,74nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.905nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
206,2009/07/28,41nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.707nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
207,2009/07/29,22nullnull,,1nullnull,,,1nullnull,,,,,,,,,148.947nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
208,2009/07/30,17nullnull,,1nullnull,,,1nullnull,,,,,,,,,150.2nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
209,2009/07/31,17nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.706nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
210,2009/08/01,28nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.821nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
211,2009/08/02,23nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.609nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
212,2009/08/03,12nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.833nullnull,,12nullnull,,bitcoinscrypt,bitcoinscrypt
213,2009/08/04,81nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.63nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
214,2009/08/05,87nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.724nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
215,2009/08/06,90nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.922nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
216,2009/08/07,192nullnull,,1nullnull,,,1nullnull,,,,,,,,,294.525nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
217,2009/08/08,80nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.875nullnull,,30nullnull,,bitcoinscrypt,bitcoinscrypt
218,2009/08/09,101nullnull,,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,42nullnull,,bitcoinscrypt,bitcoinscrypt
219,2009/08/10,75nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.987nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
220,2009/08/11,70nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.914nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
221,2009/08/12,63nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.524nullnull,,12nullnull,,bitcoinscrypt,bitcoinscrypt
222,2009/08/13,85nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.765nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
223,2009/08/14,63nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.825nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
224,2009/08/15,26nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.385nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
225,2009/08/16,19nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.526nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
226,2009/08/17,17nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.824nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
227,2009/08/18,10nullnull,,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,10nullnull,,bitcoinscrypt,bitcoinscrypt
228,2009/08/19,18nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.389nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
229,2009/08/20,22nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.182nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
230,2009/08/21,14nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134nullnull,,9nullnull,,bitcoinscrypt,bitcoinscrypt
231,2009/08/22,7nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134nullnull,,7nullnull,,bitcoinscrypt,bitcoinscrypt
232,2009/08/23,15nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.533nullnull,,14nullnull,,bitcoinscrypt,bitcoinscrypt
233,2009/08/24,15nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134nullnull,,6nullnull,,bitcoinscrypt,bitcoinscrypt
234,2009/08/25,50nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.66nullnull,,9nullnull,,bitcoinscrypt,bitcoinscrypt
235,2009/08/26,96nullnull,,1nullnull,,,3nullnull,,,,,,,,,254.833nullnull,,9nullnull,,bitcoinscrypt,bitcoinscrypt
236,2009/08/27,29nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.345nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
237,2009/08/28,75nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.733nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
238,2009/08/29,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.808nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
239,2009/08/30,99nullnull,,1nullnull,,,1nullnull,,,,,,,,,136.381nullnull,,43nullnull,,bitcoinscrypt,bitcoinscrypt
240,2009/08/31,93nullnull,,1nullnull,,,1nullnull,,,,,,,,,143.349nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
241,2009/09/01,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.795nullnull,,30nullnull,,bitcoinscrypt,bitcoinscrypt
242,2009/09/02,66nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.848nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
243,2009/09/03,76nullnull,,1nullnull,,,1nullnull,,,,,,,,,161.902nullnull,,12nullnull,,bitcoinscrypt,bitcoinscrypt
244,2009/09/04,64nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.672nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
245,2009/09/05,76nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.842nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
246,2009/09/06,68nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.853nullnull,,11nullnull,,bitcoinscrypt,bitcoinscrypt
247,2009/09/07,92nullnull,,1nullnull,,,1nullnull,,,,,,,,,154.436nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
248,2009/09/08,69nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.768nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
249,2009/09/09,54nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.796nullnull,,7nullnull,,bitcoinscrypt,bitcoinscrypt
250,2009/09/10,67nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.806nullnull,,13nullnull,,bitcoinscrypt,bitcoinscrypt
251,2009/09/11,67nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.821nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
252,2009/09/12,69nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.884nullnull,,20nullnull,,bitcoinscrypt,bitcoinscrypt
253,2009/09/13,75nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.84nullnull,,20nullnull,,bitcoinscrypt,bitcoinscrypt
254,2009/09/14,74nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.851nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
255,2009/09/15,44nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.864nullnull,,13nullnull,,bitcoinscrypt,bitcoinscrypt
256,2009/09/16,74nullnull,,1nullnull,,,1nullnull,,,,,,,,,137.875nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
257,2009/09/17,186nullnull,,1nullnull,,,1nullnull,,,,,,,,,273.226nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
258,2009/09/18,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.808nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
259,2009/09/19,74nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.959nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
260,2009/09/20,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.987nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
261,2009/09/21,78nullnull,,1nullnull,,,1nullnull,,,,,,,,,148.754nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
262,2009/09/22,66nullnull,,1nullnull,,,1nullnull,,,,,,,,,318.84nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
263,2009/09/23,36nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.722nullnull,,13nullnull,,bitcoinscrypt,bitcoinscrypt
264,2009/09/24,97nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.505nullnull,,40nullnull,,bitcoinscrypt,bitcoinscrypt
265,2009/09/25,119nullnull,,1nullnull,,,2nullnull,,,,,,,,,168.319nullnull,,36nullnull,,bitcoinscrypt,bitcoinscrypt
266,2009/09/26,100nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.46nullnull,,40nullnull,,bitcoinscrypt,bitcoinscrypt
267,2009/09/27,104nullnull,,1nullnull,,,1nullnull,,,,,,,,,156.379nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
268,2009/09/28,85nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.929nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
269,2009/09/29,133nullnull,,1nullnull,,,2nullnull,,,,,,,,,191.614nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
270,2009/09/30,85nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.765nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
271,2009/10/01,82nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.89nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
272,2009/10/02,83nullnull,,1nullnull,,,1nullnull,,,,,,,,,151.222nullnull,,35nullnull,,bitcoinscrypt,bitcoinscrypt
273,2009/10/03,58nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.414nullnull,,36nullnull,,bitcoinscrypt,bitcoinscrypt
274,2009/10/04,53nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.679nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
275,2009/10/05,55nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.764nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
276,2009/10/06,58nullnull,,1nullnull,,,2nullnull,,,,,,,,,178.116nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
277,2009/10/07,60nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.717nullnull,,36nullnull,,bitcoinscrypt,bitcoinscrypt
278,2009/10/08,70nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.471nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
279,2009/10/09,80nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.658nullnull,,38nullnull,,bitcoinscrypt,bitcoinscrypt
280,2009/10/10,76nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.818nullnull,,38nullnull,,bitcoinscrypt,bitcoinscrypt
281,2009/10/11,74nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.757nullnull,,44nullnull,,bitcoinscrypt,bitcoinscrypt
282,2009/10/12,132nullnull,,1nullnull,,,1nullnull,,,,,,,,,283.379nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
283,2009/10/13,57nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.807nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
284,2009/10/14,69nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.623nullnull,,42nullnull,,bitcoinscrypt,bitcoinscrypt
285,2009/10/15,71nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.366nullnull,,35nullnull,,bitcoinscrypt,bitcoinscrypt
286,2009/10/16,141nullnull,,1nullnull,,,1nullnull,,,,,,,,,291.517nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
287,2009/10/17,57nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.842nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
288,2009/10/18,82nullnull,,1nullnull,,,1nullnull,,,,,,,,,146nullnull,,39nullnull,,bitcoinscrypt,bitcoinscrypt
289,2009/10/19,112nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.446nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
290,2009/10/20,197nullnull,,1nullnull,,,1nullnull,,,,,,,,,257nullnull,,43nullnull,,bitcoinscrypt,bitcoinscrypt
291,2009/10/21,99nullnull,,1nullnull,,,1nullnull,,,,,,,,,160.663nullnull,,41nullnull,,bitcoinscrypt,bitcoinscrypt
292,2009/10/22,130nullnull,,1nullnull,,,1nullnull,,,,,,,,,187.122nullnull,,49nullnull,,bitcoinscrypt,bitcoinscrypt
293,2009/10/23,89nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.427nullnull,,51nullnull,,bitcoinscrypt,bitcoinscrypt
294,2009/10/24,70nullnull,,1nullnull,,,1nullnull,,,,,,,,,149.194nullnull,,49nullnull,,bitcoinscrypt,bitcoinscrypt
295,2009/10/25,76nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.579nullnull,,51nullnull,,bitcoinscrypt,bitcoinscrypt
296,2009/10/26,71nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.803nullnull,,45nullnull,,bitcoinscrypt,bitcoinscrypt
297,2009/10/27,81nullnull,,1nullnull,,,1nullnull,,,,,,,,,164.781nullnull,,40nullnull,,bitcoinscrypt,bitcoinscrypt
298,2009/10/28,66nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.682nullnull,,43nullnull,,bitcoinscrypt,bitcoinscrypt
299,2009/10/29,89nullnull,,1nullnull,,,2nullnull,,,,,,,,,238.391nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
300,2009/10/30,60nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.467nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
301,2009/10/31,46nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.304nullnull,,41nullnull,,bitcoinscrypt,bitcoinscrypt
302,2009/11/01,25nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.28nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
303,2009/11/02,33nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.394nullnull,,13nullnull,,bitcoinscrypt,bitcoinscrypt
304,2009/11/03,62nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.532nullnull,,40nullnull,,bitcoinscrypt,bitcoinscrypt
305,2009/11/04,105nullnull,,1nullnull,,,1nullnull,,,,,,,,,213.111nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
306,2009/11/05,57nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.474nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
307,2009/11/06,62nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.548nullnull,,35nullnull,,bitcoinscrypt,bitcoinscrypt
308,2009/11/07,69nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.667nullnull,,44nullnull,,bitcoinscrypt,bitcoinscrypt
309,2009/11/08,73nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.548nullnull,,41nullnull,,bitcoinscrypt,bitcoinscrypt
310,2009/11/09,64nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.688nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
311,2009/11/10,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.385nullnull,,47nullnull,,bitcoinscrypt,bitcoinscrypt
312,2009/11/11,116nullnull,,1nullnull,,,9nullnull,,,,,,,,,250.453nullnull,,38nullnull,,bitcoinscrypt,bitcoinscrypt
313,2009/11/12,66nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.424nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
314,2009/11/13,93nullnull,,1nullnull,,,3nullnull,,,,,,,,,157.45nullnull,,49nullnull,,bitcoinscrypt,bitcoinscrypt
315,2009/11/14,79nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.633nullnull,,44nullnull,,bitcoinscrypt,bitcoinscrypt
316,2009/11/15,96nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.625nullnull,,49nullnull,,bitcoinscrypt,bitcoinscrypt
317,2009/11/16,97nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.68nullnull,,56nullnull,,bitcoinscrypt,bitcoinscrypt
318,2009/11/17,92nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.663nullnull,,55nullnull,,bitcoinscrypt,bitcoinscrypt
319,2009/11/18,79nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.43nullnull,,44nullnull,,bitcoinscrypt,bitcoinscrypt
320,2009/11/19,153nullnull,,1nullnull,,,2nullnull,,,,,,,,,294.2nullnull,,42nullnull,,bitcoinscrypt,bitcoinscrypt
321,2009/11/20,86nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.616nullnull,,49nullnull,,bitcoinscrypt,bitcoinscrypt
322,2009/11/21,73nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.712nullnull,,50nullnull,,bitcoinscrypt,bitcoinscrypt
323,2009/11/22,106nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.708nullnull,,62nullnull,,bitcoinscrypt,bitcoinscrypt
324,2009/11/23,96nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.854nullnull,,49nullnull,,bitcoinscrypt,bitcoinscrypt
325,2009/11/24,93nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.57nullnull,,58nullnull,,bitcoinscrypt,bitcoinscrypt
326,2009/11/25,90nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.644nullnull,,52nullnull,,bitcoinscrypt,bitcoinscrypt
327,2009/11/26,84nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.512nullnull,,50nullnull,,bitcoinscrypt,bitcoinscrypt
328,2009/11/27,74nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.473nullnull,,45nullnull,,bitcoinscrypt,bitcoinscrypt
329,2009/11/28,71nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.563nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
330,2009/11/29,60nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.683nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
331,2009/11/30,75nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.76nullnull,,43nullnull,,bitcoinscrypt,bitcoinscrypt
332,2009/12/01,240nullnull,,1nullnull,,,1nullnull,,,,,,,,,402.781nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
333,2009/12/02,94nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.649nullnull,,47nullnull,,bitcoinscrypt,bitcoinscrypt
334,2009/12/03,88nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.784nullnull,,48nullnull,,bitcoinscrypt,bitcoinscrypt
335,2009/12/04,36nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.444nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
336,2009/12/05,84nullnull,,1nullnull,,,1nullnull,,,,,,,,,168.016nullnull,,57nullnull,,bitcoinscrypt,bitcoinscrypt
337,2009/12/06,107nullnull,,1nullnull,,,2nullnull,,,,,,,,,139.359nullnull,,72nullnull,,bitcoinscrypt,bitcoinscrypt
338,2009/12/07,112nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.643nullnull,,75nullnull,,bitcoinscrypt,bitcoinscrypt
339,2009/12/08,136nullnull,,1nullnull,,,2nullnull,,,,,,,,,168.21nullnull,,72nullnull,,bitcoinscrypt,bitcoinscrypt
340,2009/12/09,119nullnull,,1nullnull,,,13nullnull,,,,,,,,,182.208nullnull,,72nullnull,,bitcoinscrypt,bitcoinscrypt
341,2009/12/10,104nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.644nullnull,,67nullnull,,bitcoinscrypt,bitcoinscrypt
342,2009/12/11,112nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.348nullnull,,61nullnull,,bitcoinscrypt,bitcoinscrypt
343,2009/12/12,178nullnull,,1nullnull,,,2nullnull,,,,,,,,,205.445nullnull,,71nullnull,,bitcoinscrypt,bitcoinscrypt
344,2009/12/13,114nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.754nullnull,,70nullnull,,bitcoinscrypt,bitcoinscrypt
345,2009/12/14,437nullnull,,1nullnull,,,5nullnull,,,,,,,,,510.471nullnull,,62nullnull,,bitcoinscrypt,bitcoinscrypt
346,2009/12/15,119nullnull,,1nullnull,,,2nullnull,,,,,,,,,145.945nullnull,,69nullnull,,bitcoinscrypt,bitcoinscrypt
347,2009/12/16,154nullnull,,1nullnull,,,1nullnull,,,,,,,,,149.213nullnull,,84nullnull,,bitcoinscrypt,bitcoinscrypt
348,2009/12/17,179nullnull,,1nullnull,,,3nullnull,,,,,,,,,143.964nullnull,,106nullnull,,bitcoinscrypt,bitcoinscrypt
349,2009/12/18,225nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.542nullnull,,146nullnull,,bitcoinscrypt,bitcoinscrypt
350,2009/12/19,200nullnull,,1nullnull,,,1nullnull,,,,,,,,,135.717nullnull,,139nullnull,,bitcoinscrypt,bitcoinscrypt
351,2009/12/20,175nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.914nullnull,,114nullnull,,bitcoinscrypt,bitcoinscrypt
352,2009/12/21,177nullnull,,1nullnull,,,1nullnull,,,,,,,,,135.577nullnull,,110nullnull,,bitcoinscrypt,bitcoinscrypt
353,2009/12/22,162nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.722nullnull,,117nullnull,,bitcoinscrypt,bitcoinscrypt
354,2009/12/23,154nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.675nullnull,,105nullnull,,bitcoinscrypt,bitcoinscrypt
355,2009/12/24,154nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.688nullnull,,99nullnull,,bitcoinscrypt,bitcoinscrypt
356,2009/12/25,151nullnull,,1nullnull,,,1nullnull,,,,,,,,,136.302nullnull,,100nullnull,,bitcoinscrypt,bitcoinscrypt
357,2009/12/26,174nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.718nullnull,,111nullnull,,bitcoinscrypt,bitcoinscrypt
358,2009/12/27,173nullnull,,1nullnull,,,1nullnull,,,,,,,,,138.796nullnull,,102nullnull,,bitcoinscrypt,bitcoinscrypt
359,2009/12/28,137nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.752nullnull,,79nullnull,,bitcoinscrypt,bitcoinscrypt
360,2009/12/29,171nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.649nullnull,,121nullnull,,bitcoinscrypt,bitcoinscrypt
361,2009/12/30,141nullnull,,1.125nullnull,,,nullnullnull,,,,,,,,,134.688nullnull,,95nullnull,,bitcoinscrypt,bitcoinscrypt
362,2009/12/31,138nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.696nullnull,,98nullnull,,bitcoinscrypt,bitcoinscrypt
363,2010/01/01,137nullnull,,1.183nullnull,,,2nullnull,,,,,,,,,136.955nullnull,,90nullnull,,bitcoinscrypt,bitcoinscrypt
364,2010/01/02,125nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.627nullnull,,92nullnull,,bitcoinscrypt,bitcoinscrypt
365,2010/01/03,186nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.763nullnull,,135nullnull,,bitcoinscrypt,bitcoinscrypt
366,2010/01/04,266nullnull,,1.183nullnull,,,2nullnull,,,,,,,,,188.044nullnull,,130nullnull,,bitcoinscrypt,bitcoinscrypt
367,2010/01/05,198nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.631nullnull,,135nullnull,,bitcoinscrypt,bitcoinscrypt
368,2010/01/06,163nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.742nullnull,,108nullnull,,bitcoinscrypt,bitcoinscrypt
369,2010/01/07,154nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.636nullnull,,96nullnull,,bitcoinscrypt,bitcoinscrypt
370,2010/01/08,153nullnull,,1.183nullnull,,,nullnullnull,,,,,,,,,134.758nullnull,,94nullnull,,bitcoinscrypt,bitcoinscrypt
